aX,aY,aZ,gX,gY,gZ
1.692,2.253,0.273,41.565,4.028,-26.367
1.715,2.242,0.287,58.716,4.272,-17.029
1.568,2.055,0.272,88.562,2.686,6.409
1.130,1.447,0.283,94.055,2.075,21.667
0.932,1.173,0.332,83.313,0.916,47.058
0.672,0.934,0.449,72.083,-0.549,53.528
0.568,0.803,0.496,57.739,-3.052,57.678
0.495,0.673,0.442,21.362,-9.399,58.960
0.412,0.573,0.381,1.709,-11.353,56.946
0.396,0.535,0.341,-29.785,-16.785,48.523
0.389,0.615,0.181,-38.757,-20.386,43.457
0.377,0.595,0.094,-43.823,-23.560,39.307
0.347,0.507,0.041,-49.011,-27.222,30.823
0.282,0.352,0.064,-51.392,-28.442,25.024
0.271,0.327,0.100,-55.969,-33.264,12.268
0.285,0.311,0.136,-57.495,-36.987,6.470
0.287,0.311,0.133,-58.167,-41.138,1.465
0.284,0.318,0.126,-57.129,-50.049,-5.493
0.291,0.385,0.118,-55.664,-54.321,-6.897
0.306,0.420,0.112,-52.673,-62.073,-4.944
0.358,0.400,0.130,-52.124,-65.491,-2.930
0.389,0.412,0.172,-56.824,-74.280,1.770
0.493,0.582,0.246,-62.012,-80.322,5.859
0.560,0.714,0.236,-68.054,-86.975,12.024
0.628,0.840,0.203,-80.444,-98.877,29.846
0.753,1.037,0.197,-86.792,-102.966,39.612
0.808,1.112,0.238,-100.647,-109.436,55.969
0.891,1.291,0.355,-106.995,-113.037,60.547
0.903,1.349,0.363,-114.563,-118.286,62.134
0.875,1.356,0.299,-140.503,-133.850,54.565
0.727,1.298,0.148,-154.358,-140.930,44.006
0.653,1.284,0.145,-168.457,-150.391,16.113
0.564,1.235,0.124,-169.617,-154.724,3.418
0.545,1.199,0.060,-167.908,-159.180,-7.324
0.535,1.166,-0.021,-156.555,-166.870,-24.597
0.524,1.068,-0.118,-148.010,-169.312,-30.945
0.513,1.017,-0.140,-128.906,-171.692,-37.903
0.484,0.923,-0.187,-118.469,-171.020,-38.818
0.469,0.869,-0.202,-97.229,-166.199,-37.964
0.418,0.764,-0.175,-87.158,-162.720,-37.109
0.399,0.712,-0.144,-77.698,-159.180,-36.316
0.380,0.660,-0.152,-60.059,-152.588,-34.790
0.321,0.573,-0.225,-51.331,-148.254,-33.630
0.278,0.549,-0.261,-33.630,-135.681,-29.663
0.214,0.495,-0.314,-26.672,-128.296,-26.672
0.195,0.463,-0.329,-20.691,-113.342,-19.653
0.179,0.415,-0.298,-20.447,-106.079,-16.235
0.175,0.403,-0.255,-20.691,-99.121,-13.000
0.164,0.386,-0.204,-21.240,-87.158,-6.714
0.157,0.361,-0.144,-21.667,-82.153,-3.601
0.163,0.334,-0.058,-21.606,-76.416,1.404
0.202,0.344,0.037,-20.813,-76.111,3.662
0.203,0.353,0.012,-18.799,-76.477,8.850
0.191,0.340,-0.074,-17.090,-75.195,11.597
0.215,0.306,-0.106,-14.832,-72.449,14.221
0.278,0.277,-0.123,-9.644,-62.988,18.005
0.374,0.312,-0.047,-6.836,-57.373,19.653
0.403,0.353,0.022,-0.244,-48.523,24.658
0.447,0.512,0.182,4.028,-46.265,28.625
0.485,0.615,0.241,13.489,-46.875,40.100
0.573,0.778,0.249,18.311,-48.584,46.631
0.558,0.802,0.238,23.743,-49.866,51.941
0.522,0.832,0.230,36.133,-50.903,55.359
0.565,1.056,0.225,41.809,-50.659,54.504
0.589,1.172,0.226,53.345,-47.424,52.124
0.735,1.272,0.250,59.326,-44.556,50.232
0.751,1.235,0.275,63.477,-41.687,46.875
0.727,1.194,0.293,58.655,-38.025,32.715
0.709,1.201,0.273,50.232,-36.438,22.766
0.725,1.199,0.265,28.809,-30.579,3.357
0.703,1.084,0.256,17.334,-26.001,-4.883
0.677,1.038,0.265,6.104,-20.630,-12.207
0.665,1.017,0.292,-12.329,-10.010,-23.865
0.637,1.010,0.303,-19.653,-5.981,-27.710
0.644,1.030,0.286,-33.630,0.488,-31.433
0.725,1.068,0.263,-41.016,3.357,-31.372
0.800,1.046,0.223,-48.157,6.470,-30.945
0.922,1.048,0.202,-58.838,14.343,-32.043
1.222,1.201,0.176,-61.584,18.616,-32.776
1.332,1.322,0.137,-64.636,27.710,-30.762
1.372,1.486,0.053,-65.613,33.020,-28.320
1.263,1.474,0.020,-66.895,44.739,-26.611
0.965,1.395,0.094,-67.139,49.622,-29.053
0.972,1.416,0.163,-66.956,52.002,-33.203
0.968,1.580,0.235,-65.063,48.401,-40.649
0.960,1.618,0.186,-52.429,43.213,-43.640
1.025,1.607,0.139,-46.143,42.908,-44.617
1.046,1.592,0.184,-39.734,42.053,-44.434
1.057,1.502,0.275,-37.842,39.307,-42.664
1.011,1.398,0.265,-35.522,35.034,-40.344
0.941,1.281,0.230,-30.579,25.391,-37.109
0.818,1.073,0.164,-28.992,21.057,-36.743
0.779,0.984,0.149,-27.405,13.428,-37.109
0.712,0.850,0.128,-26.611,9.827,-37.537
0.680,0.800,0.113,-25.208,6.409,-37.781
0.653,0.751,0.090,-20.447,0.671,-37.048
0.600,0.661,0.030,-18.005,-1.221,-36.316
0.564,0.614,0.009,-14.587,-2.991,-34.851
0.487,0.499,-0.003,-13.306,-3.479,-34.607
0.458,0.443,0.005,-11.780,-4.883,-35.828
0.393,0.358,0.030,-11.658,-6.165,-36.804
0.362,0.313,0.036,-12.085,-7.690,-37.598
0.338,0.270,0.026,-13.855,-11.292,-38.757
0.299,0.224,-0.010,-14.648,-12.634,-39.368
0.290,0.205,-0.008,-15.442,-13.977,-39.978
0.273,0.195,0.024,-16.296,-14.587,-39.612
0.255,0.177,0.045,-20.081,-16.724,-37.415
0.197,0.143,0.054,-21.545,-18.433,-36.377
0.161,0.110,0.022,-22.339,-20.081,-35.461
0.133,0.068,-0.022,-23.254,-21.179,-35.034
0.148,0.043,0.007,-23.621,-20.691,-35.889
0.172,0.105,0.042,-24.048,-22.156,-37.720
0.254,0.395,-0.070,-24.719,-23.376,-36.682
0.370,0.590,-0.117,-27.893,-21.301,-26.489
0.671,0.666,-0.033,-29.480,-19.592,-17.944
0.748,0.642,0.003,-30.334,-18.921,-9.888
0.781,0.726,0.000,-28.870,-20.203,3.479
0.907,1.087,-0.085,-26.062,-20.325,11.658
0.991,1.158,-0.127,-17.273,-16.968,31.616
0.938,1.045,-0.120,-12.329,-14.282,39.368
0.818,0.926,-0.043,-0.610,-11.902,44.678
0.551,0.621,0.058,5.920,-14.160,41.931
0.448,0.466,0.064,11.597,-17.944,35.950
0.383,0.366,0.068,18.066,-26.489,17.456
0.340,0.325,0.082,18.250,-30.334,8.362
0.333,0.344,0.082,15.564,-35.706,-2.686
0.326,0.326,0.049,13.916,-36.987,-4.333
0.333,0.283,0.039,11.658,-37.231,-4.456
0.330,0.240,0.033,3.906,-35.583,-2.686
0.274,0.186,0.034,-0.977,-34.119,-1.221
0.243,0.168,0.043,-11.353,-30.762,2.502
0.189,0.159,0.050,-17.395,-29.236,4.578
0.170,0.177,0.055,-23.621,-27.710,6.775
0.168,0.206,0.057,-34.180,-24.536,11.902
0.168,0.237,0.067,-37.781,-23.132,14.771
0.168,0.250,0.071,-42.786,-21.240,19.897
0.215,0.322,0.034,-44.861,-20.569,22.278
0.257,0.353,0.013,-48.096,-18.433,27.283
0.364,0.399,0.015,-49.744,-17.212,29.663
0.425,0.450,0.030,-51.514,-16.235,31.738
0.508,0.538,0.038,-53.650,-15.320,37.048
0.710,0.788,-0.002,-54.016,-14.648,41.443
0.815,0.928,-0.028,-49.866,-11.414,52.063
1.106,1.161,-0.088,-41.992,-8.667,55.359
1.236,1.188,-0.148,-30.579,-5.676,55.237
1.297,1.174,-0.223,-14.526,0.183,43.518
1.306,1.170,-0.276,-14.709,2.686,33.569
1.313,1.210,-0.278,-18.555,6.409,10.437
1.309,1.255,-0.283,-17.212,8.362,-1.160
1.283,1.230,-0.270,-11.047,11.841,-23.254
1.261,1.189,-0.213,-9.766,12.451,-33.752
1.280,1.213,-0.183,-10.925,12.085,-43.335
1.291,1.256,-0.156,-20.325,8.850,-55.420
1.301,1.307,-0.133,-27.588,6.348,-57.007
1.320,1.312,-0.134,-42.358,0.549,-53.711
1.350,1.320,-0.206,-46.997,-2.502,-50.720
1.336,1.308,-0.257,-46.753,-7.202,-45.166
1.287,1.250,-0.285,-42.480,-8.972,-43.152
1.271,1.228,-0.280,-36.743,-10.803,-41.748
1.260,1.220,-0.270,-23.437,-14.465,-40.161
1.229,1.204,-0.271,-16.235,-16.174,-39.429
1.208,1.174,-0.279,-1.709,-18.188,-37.231
1.156,1.083,-0.280,4.944,-18.066,-36.133
1.128,1.059,-0.252,15.564,-16.418,-32.837
1.047,1.009,-0.168,18.005,-15.625,-29.602
0.988,0.956,-0.134,18.127,-15.320,-25.146
0.924,0.888,-0.110,14.526,-15.625,-14.832
0.798,0.745,-0.096,12.512,-16.113,-10.315
0.746,0.687,-0.108,9.094,-16.602,-2.869
0.665,0.592,-0.146,6.348,-16.357,0.183
0.629,0.556,-0.158,-2.258,-15.076,4.883
0.577,0.524,-0.186,-6.470,-14.099,6.897
0.558,0.512,-0.213,-10.071,-12.756,9.155
0.536,0.486,-0.234,-16.113,-9.155,14.587
0.468,0.405,-0.219,-19.165,-7.385,17.151
0.437,0.351,-0.197,-25.696,-5.737,20.508
0.378,0.289,-0.169,-28.625,-5.981,21.057
0.355,0.281,-0.163,-31.311,-7.019,21.118
0.351,0.284,-0.166,-37.476,-11.108,19.653
0.398,0.378,-0.242,-40.527,-13.367,18.494
0.418,0.401,-0.271,-41.992,-16.846,16.907
0.411,0.347,-0.233,-40.100,-18.921,15.076
0.410,0.349,-0.200,-35.706,-25.696,8.484
0.442,0.395,-0.155,-35.095,-30.273,5.188
0.457,0.417,-0.156,-35.400,-34.851,2.563
0.463,0.441,-0.175,-35.400,-42.175,-1.404
0.477,0.498,-0.226,-33.813,-44.067,-3.113
0.482,0.515,-0.232,-26.001,-45.105,-6.653
0.477,0.513,-0.171,-19.958,-45.227,-9.155
0.488,0.514,-0.140,-5.432,-46.021,-15.015
0.536,0.522,-0.116,0.549,-46.387,-16.663
0.555,0.528,-0.115,4.456,-46.448,-16.724
0.573,0.534,-0.116,8.667,-45.044,-12.817
0.591,0.520,-0.130,10.803,-43.823,-9.827
0.589,0.502,-0.145,13.977,-40.100,-3.601
0.615,0.501,-0.150,13.367,-37.720,-0.366
0.640,0.513,-0.143,6.714,-32.837,7.507
0.671,0.524,-0.132,-0.183,-30.640,11.719
0.664,0.513,-0.112,-9.705,-28.870,15.076
0.649,0.537,-0.093,-26.978,-25.940,18.921
0.652,0.670,-0.065,-30.090,-23.865,20.935
0.664,0.721,-0.047,-22.949,-17.639,25.024
0.695,0.770,-0.038,-15.991,-14.038,26.367
0.725,0.757,-0.045,-2.319,-6.165,27.161
0.808,0.620,-0.040,3.479,-1.953,26.062
0.825,0.608,-0.025,8.423,2.014,23.193
0.842,0.644,-0.007,14.160,8.118,15.015
0.917,0.740,0.008,13.062,10.132,11.963
0.951,0.772,0.020,2.991,12.878,9.766
0.970,0.804,0.066,-2.747,13.611,9.644
0.970,0.821,0.071,-6.348,14.099,9.460
0.979,0.843,0.060,-4.089,15.686,8.667
0.994,0.845,0.054,1.099,17.090,8.240
0.976,0.824,0.075,16.174,20.203,5.920
0.908,0.776,0.121,24.414,21.423,4.211
0.880,0.762,0.141,32.166,22.339,2.686
0.864,0.751,0.165,45.105,23.193,0.732
0.840,0.690,0.225,50.293,23.071,-0.122
0.829,0.623,0.252,58.167,20.935,-3.967
0.755,0.587,0.087,61.401,20.386,-7.141
0.723,0.601,0.043,65.125,22.278,-10.010
0.716,0.592,0.088,69.580,30.151,-12.573
0.707,0.486,0.155,66.650,32.532,-12.817
0.684,0.456,0.149,50.598,34.851,-12.878
0.634,0.413,0.101,40.405,35.400,-12.817
0.617,0.395,0.076,30.518,36.133,-12.939
0.614,0.381,0.068,14.893,38.269,-14.221
0.605,0.362,0.048,9.277,39.185,-15.198
0.601,0.350,0.039,-0.671,40.161,-17.151
0.600,0.359,0.002,-6.348,40.161,-18.005
0.613,0.390,-0.006,-11.902,40.222,-18.433
0.639,0.406,-0.012,-20.752,39.917,-17.456
0.699,0.427,-0.031,-24.414,39.429,-16.479
0.721,0.453,-0.033,-31.799,37.415,-14.404
0.948,0.495,-0.994,-31.921,-1.099,-23.071
0.869,0.431,-0.969,-19.897,6.775,-16.541
0.701,0.369,-0.823,-15.869,9.399,-13.733
0.629,0.386,-0.750,-13.367,9.094,-7.996
0.516,0.440,-0.636,-14.465,6.287,-4.272
0.484,0.453,-0.592,-16.541,1.770,0.000
0.476,0.470,-0.565,-19.958,-10.498,9.766
0.526,0.531,-0.567,-19.897,-16.785,14.832
0.564,0.556,-0.583,-16.052,-26.733,25.024
0.626,0.599,-0.606,-12.756,-30.212,29.846
0.648,0.623,-0.608,-8.728,-32.898,34.119
0.661,0.641,-0.603,-0.977,-37.720,40.771
0.657,0.645,-0.586,1.282,-40.161,43.091
0.638,0.631,-0.573,0.427,-44.678,45.898
0.576,0.574,-0.524,-1.953,-46.814,46.509
0.538,0.540,-0.492,-6.653,-51.270,46.082
0.463,0.491,-0.444,-8.240,-53.650,45.227
0.439,0.480,-0.445,-9.460,-55.969,44.373
0.430,0.465,-0.455,-11.230,-58.838,43.762
0.429,0.424,-0.444,-11.780,-59.204,43.701
0.423,0.415,-0.433,-13.184,-58.960,44.312
0.417,0.403,-0.424,-14.526,-58.594,45.227
0.419,0.395,-0.425,-19.531,-57.434,47.607
0.439,0.374,-0.413,-23.682,-56.885,48.340
0.450,0.369,-0.402,-28.870,-56.580,48.340
0.463,0.371,-0.401,-41.321,-56.152,47.729
0.504,0.379,-0.407,-48.340,-55.847,47.791
0.533,0.386,-0.404,-62.256,-55.359,48.218
0.597,0.428,-0.408,-68.481,-55.481,48.523
0.630,0.460,-0.416,-74.280,-55.725,49.133
0.662,0.495,-0.421,-84.106,-56.641,51.636
0.716,0.553,-0.410,-87.280,-57.556,53.467
0.737,0.572,-0.403,-88.745,-60.913,56.885
0.776,0.606,-0.416,-87.524,-63.232,58.533
0.797,0.623,-0.428,-84.167,-67.871,62.927
0.809,0.644,-0.432,-82.581,-70.068,65.979
0.801,0.644,-0.422,-81.482,-72.205,69.336
0.786,0.632,-0.400,-79.529,-76.904,75.439
0.739,0.599,-0.345,-78.247,-79.956,77.209
0.718,0.590,-0.319,-74.646,-87.830,77.820
0.696,0.588,-0.278,-72.510,-92.407,76.904
0.693,0.600,-0.268,-69.031,-101.562,74.219
0.709,0.650,-0.274,-68.420,-105.652,73.303
0.727,0.677,-0.280,-68.359,-108.948,73.181
0.744,0.704,-0.283,-68.726,-113.464,75.684
0.795,0.781,-0.298,-69.336,-114.929,78.125
0.838,0.833,-0.318,-71.716,-116.760,84.167
0.902,0.920,-0.376,-73.242,-116.821,87.158
0.907,0.931,-0.396,-74.951,-116.333,89.539
0.887,0.907,-0.389,-77.637,-114.807,91.064
0.777,0.781,-0.314,-78.369,-115.112,89.478
0.719,0.717,-0.276,-77.759,-119.751,81.482
0.656,0.640,-0.251,-76.294,-123.779,75.684
0.639,0.625,-0.262,-72.327,-132.141,64.209
0.609,0.613,-0.294,-70.313,-135.681,59.631
0.598,0.615,-0.316,-68.665,-138.489,56.030
0.597,0.621,-0.341,-65.430,-141.418,50.476
0.592,0.629,-0.404,-63.416,-141.296,47.729
0.579,0.625,-0.428,-59.326,-138.550,42.786
0.574,0.594,-0.453,-57.312,-136.169,41.077
0.577,0.574,-0.472,-54.993,-129.761,38.818
0.588,0.563,-0.520,-55.908,-125.610,38.025
0.593,0.559,-0.534,-58.289,-120.728,37.476
0.595,0.552,-0.531,-66.406,-109.619,36.987
0.585,0.578,-0.496,-70.984,-103.882,37.354
0.590,0.610,-0.473,-77.942,-92.957,39.734
0.612,0.669,-0.435,-80.505,-88.318,41.443
0.610,0.686,-0.422,-83.008,-84.412,43.091
0.604,0.694,-0.407,-89.233,-78.979,44.861
0.611,0.704,-0.388,-92.651,-77.332,44.678
0.613,0.714,-0.385,-98.083,-75.317,42.664
0.648,0.733,-0.381,-99.609,-74.707,41.016
0.675,0.740,-0.377,-99.976,-73.975,35.706
0.693,0.757,-0.359,-98.633,-73.730,32.104
0.693,0.756,-0.346,-95.947,-73.669,28.137
0.690,0.746,-0.332,-88.257,-73.303,19.714
0.679,0.724,-0.316,-84.412,-72.754,15.930
0.679,0.722,-0.315,-78.491,-70.618,10.620
0.679,0.716,-0.308,-76.721,-69.153,9.033
0.677,0.706,-0.295,-74.829,-65.918,7.263
0.670,0.674,-0.254,-73.975,-64.453,6.958
0.664,0.643,-0.230,-72.754,-63.232,6.714
0.651,0.612,-0.220,-68.848,-61.707,5.859
0.620,0.583,-0.194,-66.833,-61.035,5.554
0.619,0.574,-0.165,-64.087,-60.913,6.042
0.637,0.585,-0.140,-63.110,-61.584,6.714
0.653,0.598,-0.139,-59.204,-62.561,8.362
0.686,0.606,-0.153,-56.152,-62.683,9.033
0.696,0.594,-0.152,-52.429,-62.500,9.460
0.705,0.578,-0.142,-42.603,-61.646,8.972
0.738,0.585,-0.146,-36.804,-61.035,7.874
0.772,0.616,-0.169,-25.452,-57.983,5.554
0.885,0.731,-0.157,-20.752,-55.237,5.310
0.917,0.764,-0.134,-17.151,-52.429,6.226
0.923,0.760,-0.134,-13.733,-46.814,9.827
0.917,0.674,-0.199,-13.550,-43.274,11.292
0.903,0.638,-0.232,-14.832,-33.936,11.780
0.849,0.588,-0.252,-14.526,-28.381,10.742
0.818,0.556,-0.236,-8.179,-16.968,5.310
0.775,0.539,-0.157,-2.197,-11.780,0.854
0.764,0.556,-0.112,5.371,-7.507,-4.089
0.762,0.571,-0.084,23.193,-0.854,-13.306
0.808,0.684,-0.039,32.166,2.136,-16.663
0.853,0.724,-0.014,46.021,8.057,-17.883
0.939,0.803,0.039,50.171,10.742,-16.113
0.974,0.831,0.062,54.016,15.564,-9.460
1.015,0.840,0.097,54.871,17.639,-5.798
1.025,0.831,0.102,55.725,19.531,-2.686
1.025,0.817,0.106,56.091,23.315,1.709
0.973,0.755,0.087,54.626,25.085,3.235
0.921,0.704,0.066,47.791,28.748,4.822
0.856,0.642,0.048,43.396,30.762,4.639
0.712,0.497,0.020,38.818,32.776,3.723
0.643,0.426,0.011,29.114,36.133,-0.427
0.536,0.300,-0.003,23.987,37.354,-3.418
0.499,0.250,-0.010,12.451,38.574,-10.193
0.442,0.199,-0.019,6.775,38.574,-13.428
0.427,0.190,-0.020,2.380,38.330,-16.541
0.422,0.187,-0.020,-1.343,37.720,-21.667
0.428,0.194,-0.030,-2.014,37.476,-23.254
0.450,0.202,-0.044,-4.700,37.109,-24.048
0.550,0.141,-0.092,-11.841,36.316,-22.949
0.550,0.212,-0.112,-25.269,33.997,-20.447
0.570,0.312,-0.110,-44.922,29.663,-12.939
0.729,0.421,-0.088,-46.570,28.503,-9.094
0.821,0.486,-0.102,-47.119,26.489,-0.854
1.035,0.714,-0.185,-48.279,25.757,4.822
1.137,0.812,-0.230,-52.368,26.306,19.836
1.249,0.919,-0.309,-54.260,27.527,27.527
1.271,0.941,-0.345,-55.969,29.053,34.241
1.273,0.937,-0.377,-60.608,31.555,42.725
1.205,0.874,-0.417,-63.721,32.166,43.945
1.148,0.829,-0.421,-69.275,31.433,40.222
1.030,0.749,-0.409,-71.899,30.273,36.377
0.983,0.733,-0.394,-74.219,28.687,32.288
0.952,0.738,-0.389,-75.500,23.987,25.269
0.960,0.815,-0.421,-74.158,21.118,22.339
0.986,0.865,-0.448,-69.641,15.381,17.090
0.996,0.853,-0.445,-66.406,12.573,13.550
0.943,0.798,-0.433,-57.922,6.653,0.183
0.731,0.644,-0.430,-53.223,3.845,-9.399
0.614,0.548,-0.422,-48.584,1.648,-19.958
0.531,0.455,-0.385,-37.720,-1.709,-42.603
0.449,0.382,-0.308,-30.396,-3.601,-54.199
0.427,0.420,-0.292,-11.414,-6.592,-74.036
0.458,0.517,-0.235,-1.099,-6.958,-80.505
0.488,0.572,-0.205,8.362,-7.019,-84.351
0.555,0.702,-0.173,24.414,-6.775,-84.656
0.603,0.749,-0.162,31.616,-6.226,-81.970
0.655,0.780,-0.172,44.128,-3.174,-74.646
1.117,1.109,-0.253,261.292,138.123,26.794
1.097,1.029,-0.243,261.169,157.471,51.636
1.012,0.895,-0.181,258.850,164.673,62.927
0.960,0.833,-0.143,248.840,170.715,79.285
0.864,0.675,-0.078,240.967,169.373,82.886
0.819,0.607,-0.053,231.079,165.405,82.764
0.774,0.547,-0.031,206.055,150.879,72.815
0.719,0.488,-0.029,191.895,141.663,63.171
0.709,0.516,-0.030,163.330,123.901,39.673
0.693,0.450,0.014,150.452,115.906,27.649
0.686,0.407,0.026,139.038,108.948,15.198
0.675,0.389,0.032,118.774,99.182,-8.179
0.644,0.380,0.034,107.910,96.069,-17.395
0.632,0.370,0.034,83.557,92.468,-30.334
0.633,0.347,0.048,71.411,91.248,-35.034
0.649,0.370,0.066,59.937,90.210,-38.940
0.683,0.427,0.082,40.161,87.524,-43.213
0.785,0.544,0.081,32.898,86.182,-43.213
0.830,0.587,0.069,24.353,83.801,-41.443
0.921,0.704,0.056,22.217,82.947,-39.612
0.947,0.780,0.049,20.508,82.214,-36.621
0.950,0.837,0.031,17.883,81.299,-26.489
0.905,0.800,0.005,17.761,81.238,-20.935
0.860,0.736,0.010,19.592,79.590,-14.587
0.750,0.639,0.030,19.348,76.721,-14.038
0.719,0.637,0.030,18.005,72.327,-14.587
0.696,0.655,0.009,15.259,61.035,-16.174
0.703,0.650,-0.046,15.015,55.481,-16.846
0.721,0.622,-0.034,19.470,45.227,-19.958
0.681,0.610,0.037,23.437,39.551,-21.729
0.671,0.607,0.044,26.917,33.325,-22.583
0.671,0.605,0.021,31.921,21.179,-21.484
0.664,0.603,-0.041,35.034,16.296,-20.569
0.669,0.616,-0.052,43.030,8.423,-19.287
0.705,0.658,-0.070,46.814,5.005,-18.188
0.730,0.679,-0.079,50.171,1.953,-16.357
0.764,0.720,-0.080,55.054,-2.686,-9.949
0.835,0.827,-0.069,58.044,-4.578,-5.371
0.831,0.833,-0.077,68.298,-7.446,2.747
0.719,0.738,-0.085,73.120,-8.423,4.333
0.653,0.686,-0.070,74.585,-11.353,1.404
0.593,0.663,-0.068,70.984,-13.489,-1.709
0.601,0.684,-0.089,65.552,-15.503,-4.700
0.621,0.712,-0.112,53.162,-17.700,-8.240
0.678,0.754,-0.131,46.082,-17.761,-8.057
0.710,0.791,-0.123,27.771,-17.456,-2.441
0.777,0.888,-0.117,17.639,-17.517,3.174
0.786,0.906,-0.126,1.770,-17.639,17.029
0.729,0.871,-0.147,-2.563,-17.639,23.071
0.679,0.838,-0.154,-5.249,-17.578,27.588
0.632,0.811,-0.160,-8.545,-18.005,31.799
0.556,0.735,-0.172,-9.827,-18.433,31.616
0.520,0.689,-0.177,-15.869,-19.653,27.283
0.473,0.639,-0.191,-21.606,-20.386,24.048
0.469,0.634,-0.198,-28.076,-21.057,20.935
0.481,0.660,-0.186,-38.330,-21.484,16.296
0.492,0.668,-0.173,-41.321,-21.729,15.320
0.504,0.660,-0.170,-42.969,-22.705,14.893
0.511,0.663,-0.194,-41.626,-23.193,15.137
0.512,0.666,-0.198,-34.607,-22.583,16.724
0.547,0.635,-0.174,-28.198,-21.606,17.639
0.576,0.626,-0.157,-19.958,-20.264,18.372
0.632,0.630,-0.135,-2.502,-16.907,19.897
0.659,0.621,-0.122,4.395,-14.954,20.996
0.691,0.616,-0.104,11.963,-11.108,22.705
0.768,0.667,-0.062,13.062,-9.460,23.132
0.800,0.711,-0.046,15.564,-6.348,23.010
0.836,0.754,-0.018,19.043,-4.639,21.973
0.844,0.766,0.003,24.231,-2.686,19.775
0.844,0.794,0.032,37.537,0.854,13.123
0.827,0.846,0.076,43.762,2.380,9.521
0.808,0.849,0.082,52.551,4.944,1.465
0.763,0.840,0.078,55.054,6.470,-3.601
0.756,0.843,0.085,55.786,7.996,-9.094
0.767,0.857,0.110,52.612,11.047,-19.165
0.840,0.929,0.169,50.476,12.390,-22.461
0.891,0.967,0.178,46.997,14.832,-23.376
0.926,0.963,0.160,45.044,16.418,-21.790
0.883,0.926,0.151,42.419,18.311,-20.386
0.813,0.872,0.142,34.729,22.278,-21.790
0.682,0.762,0.111,29.907,24.048,-25.208
0.642,0.725,0.093,19.409,27.588,-35.645
0.627,0.692,0.083,14.160,29.114,-41.016
0.644,0.694,0.092,3.967,31.250,-48.157
0.667,0.706,0.108,-0.793,31.738,-48.828
0.712,0.757,0.137,-4.883,31.799,-47.241
0.731,0.795,0.145,-10.132,31.189,-37.598
0.766,0.847,0.141,-11.169,30.579,-30.212
0.756,0.834,0.136,-9.888,29.297,-15.259
0.685,0.758,0.137,-8.606,28.137,-9.827
0.643,0.718,0.129,-7.996,26.428,-6.470
0.601,0.683,0.109,-9.155,21.729,-6.042
0.523,0.628,0.070,-9.827,19.348,-8.423
0.497,0.615,0.060,-9.399,15.076,-15.564
0.474,0.591,0.043,-7.996,13.000,-19.104
0.469,0.576,0.038,-5.554,11.230,-22.339
0.467,0.564,0.035,1.709,8.240,-26.672
0.469,0.546,0.033,5.615,7.019,-27.527
0.471,0.538,0.044,12.085,4.944,-27.161
0.480,0.524,0.062,14.771,3.845,-25.879
0.487,0.518,0.057,16.968,2.747,-23.926
0.496,0.512,0.046,17.456,0.549,-18.982
0.520,0.502,0.031,14.160,-0.549,-16.357
0.539,0.512,0.039,-0.305,-3.479,-11.230
0.596,0.567,0.050,-9.705,-5.615,-8.423
0.625,0.613,0.052,-28.687,-10.803,-2.380
0.697,0.715,0.068,-35.706,-13.550,1.343
0.744,0.765,0.084,-40.771,-16.235,6.104
0.786,0.800,0.097,-49.133,-21.912,18.127
0.801,0.804,0.091,-53.589,-24.841,23.926
0.779,0.792,0.074,-63.416,-30.823,30.762
0.728,0.795,0.041,-68.787,-33.569,31.128
0.710,0.810,0.041,-74.524,-36.438,29.724
0.709,0.835,0.048,-85.510,-43.152,24.170
0.790,0.915,0.063,-88.135,-46.875,21.851
0.849,0.940,0.072,-82.886,-53.711,20.325
0.895,0.909,0.084,-76.782,-57.251,19.836
0.866,0.866,0.077,-66.040,-65.735,15.442
0.732,0.779,0.039,-63.721,-70.496,11.230
0.691,0.759,-0.004,-64.087,-75.134,6.104
0.657,0.759,-0.050,-68.176,-81.238,-3.418
0.606,0.803,-0.072,-68.909,-82.764,-6.592
0.621,0.826,-0.061,-67.078,-85.022,-8.240
0.691,0.850,-0.055,-66.345,-85.999,-6.775
0.728,0.857,-0.064,-69.458,-87.952,-1.099
0.775,0.848,-0.106,-72.144,-88.623,1.526
0.766,0.835,-0.116,-74.097,-88.989,2.686
0.738,0.822,-0.113,-73.059,-89.355,-0.732
0.644,0.787,-0.103,-69.824,-89.600,-4.944
0.590,0.761,-0.104,-59.448,-89.416,-15.076
0.536,0.702,-0.092,-53.955,-88.867,-19.714
0.526,0.679,-0.083,-46.326,-87.158,-26.001
0.513,0.650,-0.069,-44.067,-86.121,-27.161
0.515,0.641,-0.063,-42.542,-84.717,-27.161
0.514,0.629,-0.057,-40.649,-81.116,-25.269
0.514,0.597,-0.040,-40.100,-78.918,-24.353
0.520,0.585,-0.030,-39.612,-73.853,-23.499
0.534,0.559,-0.006,-39.429,-71.167,-23.560
0.540,0.551,0.010,-37.964,-65.857,-24.963
0.553,0.537,0.047,-36.621,-63.416,-26.306
0.563,0.526,0.074,-35.156,-61.157,-28.381
0.581,0.528,0.108,-32.654,-57.983,-34.546
0.651,0.576,0.163,-31.616,-57.190,-37.659
0.698,0.613,0.170,-29.602,-55.908,-41.809
0.778,0.690,0.168,-28.564,-54.687,-42.847
