aX,aY,aZ,gX,gY,gZ
0.476,0.120,-0.122,-5.005,-13.916,-0.305
0.450,0.124,-0.073,-10.620,-7.263,-3.296
0.433,0.129,-0.039,-25.635,2.014,-6.653
0.461,0.153,-0.027,-34.607,4.333,-7.141
0.485,0.171,-0.022,-54.749,3.174,-6.714
0.522,0.242,0.019,-64.270,0.305,-5.981
0.568,0.307,0.039,-78.857,-6.897,-2.075
0.782,0.464,0.045,-84.167,-10.620,1.709
0.929,0.561,0.032,-88.501,-14.465,6.531
1.085,0.683,-0.008,-91.736,-21.912,17.151
1.399,0.900,-0.147,-89.050,-25.208,22.217
1.469,0.943,-0.189,-74.280,-30.945,30.762
1.350,0.893,-0.196,-63.049,-31.372,34.302
1.298,0.841,-0.235,-44.678,-23.193,39.001
1.109,0.915,-0.252,-178.711,0.183,20.630
0.955,0.792,-0.136,-111.694,-22.156,4.150
0.873,0.555,-0.129,-94.604,-28.748,-0.366
0.853,0.527,-0.139,-96.008,-38.757,-5.432
0.787,0.462,-0.140,-100.952,-42.358,-7.385
0.788,0.407,-0.151,-103.394,-44.861,-10.132
0.802,0.360,-0.169,-102.966,-47.302,-17.761
0.806,0.318,-0.174,-101.501,-47.607,-21.362
0.815,0.293,-0.191,-98.450,-46.387,-25.635
0.856,0.285,-0.216,-96.741,-44.556,-26.306
0.874,0.303,-0.220,-90.942,-39.246,-25.024
0.888,0.339,-0.242,-85.876,-36.133,-23.254
0.884,0.338,-0.243,-78.796,-32.898,-20.996
0.878,0.338,-0.245,-59.448,-25.330,-16.052
0.859,0.352,-0.251,-48.462,-20.691,-13.428
0.848,0.353,-0.249,-25.879,-9.766,-8.667
0.839,0.336,-0.248,-15.442,-3.479,-7.202
0.833,0.330,-0.239,1.099,8.667,-5.859
0.826,0.340,-0.209,6.897,14.099,-4.944
0.852,0.366,-0.210,10.559,19.043,-3.296
0.913,0.422,-0.232,11.536,26.794,2.563
1.084,0.600,-0.283,12.329,28.809,6.042
1.137,0.680,-0.284,26.855,27.893,10.742
1.123,0.752,-0.234,40.100,25.879,11.047
1.062,0.742,-0.195,54.077,23.987,9.766
0.976,0.695,-0.155,75.439,23.621,1.526
0.833,0.531,-0.099,79.956,25.635,-5.737
0.786,0.465,-0.082,78.491,31.250,-23.987
0.756,0.422,-0.052,75.195,34.180,-33.020
0.792,0.430,-0.049,61.890,41.138,-45.288
0.893,0.435,-0.068,51.147,45.410,-47.668
0.954,0.448,-0.098,39.063,49.805,-47.974
1.031,0.479,-0.140,20.203,55.664,-45.837
1.148,0.548,-0.166,18.372,55.359,-44.861
1.167,0.583,-0.146,33.569,49.927,-43.213
1.150,0.594,-0.090,47.668,46.082,-42.114
1.095,0.550,-0.061,62.927,41.992,-40.588
1.023,0.485,-0.047,84.656,36.682,-35.583
0.891,0.337,-0.065,88.318,35.889,-32.410
0.834,0.270,-0.083,86.182,36.804,-26.550
0.722,0.166,-0.115,82.886,38.147,-23.743
0.670,0.132,-0.123,79.224,39.978,-21.057
0.625,0.112,-0.128,73.914,43.396,-16.296
0.551,0.087,-0.123,73.364,44.373,-14.038
0.526,0.084,-0.118,73.608,43.762,-8.911
0.529,0.125,-0.116,73.425,42.419,-5.920
0.556,0.148,-0.124,70.801,38.452,0.122
0.631,0.185,-0.173,66.650,36.682,3.113
0.685,0.204,-0.215,60.608,35.522,6.165
0.751,0.228,-0.256,46.570,35.034,12.207
0.910,0.348,-0.319,40.833,34.546,14.648
1.001,0.438,-0.343,35.522,31.311,18.982
1.143,0.573,-0.372,35.034,28.992,21.179
1.179,0.604,-0.383,34.058,26.611,22.949
1.196,0.615,-0.389,26.611,22.461,23.499
1.183,0.619,-0.375,20.996,20.691,21.729
1.153,0.618,-0.353,8.240,17.700,14.709
1.069,0.599,-0.306,0.122,16.968,10.071
1.028,0.574,-0.295,-9.766,16.907,5.066
0.997,0.546,-0.297,-31.860,18.738,-6.653
0.962,0.502,-0.316,-41.504,19.165,-13.123
0.961,0.500,-0.331,-55.969,18.066,-24.048
1.013,0.548,-0.381,-61.218,16.968,-27.588
1.029,0.566,-0.386,-62.073,13.916,-33.203
0.944,0.533,-0.344,-55.847,12.207,-36.499
0.858,0.468,-0.304,-47.119,10.864,-40.100
0.757,0.370,-0.249,-35.461,9.949,-47.363
0.589,0.272,-0.191,-37.537,10.803,-49.744
0.551,0.274,-0.183,-51.025,13.306,-51.880
0.549,0.343,-0.223,-57.312,13.123,-52.551
0.580,0.410,-0.273,-64.026,8.911,-52.429
0.711,0.580,-0.380,-61.951,5.188,-51.270
0.804,0.693,-0.427,-54.016,0.793,-49.438
0.896,0.805,-0.460,-19.409,-7.690,-42.114
0.984,0.921,-0.469,3.601,-10.376,-36.377
0.962,0.881,-0.453,47.058,-9.705,-23.132
0.821,0.641,-0.411,62.073,-6.165,-17.883
0.739,0.532,-0.382,70.984,-0.916,-14.648
0.672,0.454,-0.341,77.271,11.902,-14.404
0.583,0.365,-0.244,79.041,17.944,-16.724
0.554,0.344,-0.197,83.191,27.954,-23.987
0.524,0.315,-0.136,84.717,31.677,-27.893
0.524,0.304,-0.122,85.999,36.499,-34.912
0.545,0.288,-0.115,86.304,37.842,-37.659
0.560,0.285,-0.116,87.036,38.391,-39.856
0.580,0.289,-0.119,90.942,37.720,-42.114
0.624,0.304,-0.128,94.360,36.865,-42.175
0.641,0.312,-0.130,103.210,34.668,-40.710
0.675,0.340,-0.122,108.093,33.264,-39.612
0.694,0.368,-0.117,113.586,31.799,-38.452
0.716,0.405,-0.114,126.587,28.687,-35.828
0.762,0.480,-0.120,133.240,27.649,-33.875
0.783,0.516,-0.131,144.592,27.588,-27.893
0.800,0.555,-0.148,149.902,28.564,-24.109
0.795,0.559,-0.148,161.072,31.555,-16.785
0.775,0.562,-0.151,166.565,33.203,-14.099
0.770,0.564,-0.156,171.204,35.034,-12.085
0.772,0.571,-0.159,176.331,39.185,-9.583
0.812,0.615,-0.165,177.063,41.260,-8.728
0.859,0.655,-0.171,177.124,45.166,-6.042
0.992,0.740,-0.202,176.880,47.241,-3.967
1.059,0.776,-0.223,176.392,49.316,-1.343
1.124,0.811,-0.245,175.232,53.345,5.798
1.219,0.860,-0.276,174.927,55.664,10.498
1.234,0.854,-0.278,173.645,60.791,21.545
1.209,0.799,-0.289,172.180,63.660,27.527
1.191,0.779,-0.305,166.931,70.007,39.856
1.122,0.727,-0.314,162.781,73.242,46.326
1.071,0.697,-0.303,157.959,76.233,52.551
1.025,0.663,-0.296,147.217,79.956,62.378
0.926,0.571,-0.270,140.625,80.383,65.247
0.868,0.515,-0.244,123.840,76.843,66.223
0.776,0.424,-0.203,113.953,72.510,64.453
0.745,0.397,-0.202,104.126,66.528,61.218
0.718,0.378,-0.198,89.600,51.941,49.744
0.667,0.333,-0.166,85.876,44.189,41.626
0.642,0.297,-0.133,77.698,27.771,22.095
0.599,0.246,-0.057,69.763,19.409,11.658
0.589,0.253,-0.027,59.814,11.292,1.282
0.597,0.271,-0.015,39.185,-3.540,-17.883
0.655,0.342,0.013,29.419,-9.827,-26.062
0.697,0.381,0.028,10.803,-20.996,-37.476
0.774,0.451,0.040,1.831,-26.001,-40.833
0.815,0.480,0.042,-13.916,-34.424,-44.189
0.914,0.581,0.040,-21.667,-37.598,-44.312
0.958,0.645,0.026,-29.236,-39.917,-43.091
1.008,0.689,0.015,-38.025,-41.748,-38.025
1.088,0.730,0.030,-38.208,-42.114,-35.095
1.073,0.741,0.038,-34.973,-41.748,-28.809
0.960,0.711,0.043,-33.020,-40.771,-25.513
0.898,0.648,0.048,-30.945,-39.490,-22.888
0.843,0.580,0.052,-26.672,-37.292,-21.729
0.755,0.462,0.042,-24.536,-36.377,-23.010
0.717,0.420,0.033,-20.752,-34.363,-27.039
0.638,0.343,0.042,-18.433,-33.142,-29.053
0.609,0.313,0.051,-11.108,-30.579,-33.081
0.603,0.299,0.035,-6.958,-29.114,-34.668
0.610,0.313,0.022,-3.662,-27.161,-35.583
0.615,0.316,0.019,0.000,-21.545,-34.851
0.632,0.290,0.006,0.183,-18.127,-33.569
0.653,0.275,-0.007,-6.104,-10.742,-28.381
0.714,0.327,-0.070,-13.916,-7.019,-23.743
0.764,0.402,-0.109,-37.292,1.526,-8.606
0.901,0.588,-0.128,-50.720,5.676,1.099
0.984,0.707,-0.126,-62.439,8.911,10.742
1.099,0.818,-0.162,-70.862,11.719,26.245
1.354,0.989,-0.372,-67.627,10.559,31.433
1.411,1.062,-0.474,-49.805,2.258,38.635
1.326,1.133,-0.535,-34.485,-2.686,41.870
1.284,1.079,-0.560,-2.808,-7.385,46.143
1.205,0.926,-0.609,7.812,-7.080,45.471
1.145,0.865,-0.599,24.902,-2.991,36.377
1.018,0.733,-0.512,33.020,0.366,28.625
0.957,0.659,-0.457,40.588,8.057,10.315
0.836,0.538,-0.354,37.292,11.597,1.282
0.791,0.500,-0.314,19.287,16.785,-13.916
0.716,0.458,-0.272,7.690,18.494,-19.226
0.675,0.433,-0.262,-3.601,19.897,-22.949
0.633,0.403,-0.254,-20.874,21.912,-26.611
0.546,0.321,-0.214,-26.367,22.766,-27.344
0.504,0.280,-0.186,-32.532,24.048,-27.771
0.433,0.216,-0.144,-33.997,24.353,-27.771
0.404,0.190,-0.133,-34.729,24.414,-27.649
0.376,0.161,-0.124,-34.424,23.743,-27.466
0.331,0.091,-0.091,-33.508,22.827,-28.015
0.321,0.068,-0.076,-31.250,19.043,-31.006
0.347,0.083,-0.048,-29.846,16.052,-33.142
0.380,0.119,-0.025,-25.146,7.629,-37.231
0.495,0.265,0.015,-21.545,2.380,-39.246
0.579,0.374,0.019,-17.517,-2.991,-41.077
0.670,0.478,0.016,-12.451,-12.024,-43.823
0.819,0.571,-0.011,-13.794,-14.954,-44.617
0.913,0.571,-0.028,-24.353,-20.020,-46.753
1.338,0.821,-0.144,-29.175,-24.841,-47.485
1.598,1.139,-0.235,-17.883,-39.124,-39.734
1.861,1.594,-0.095,0.977,-45.166,-29.297
1.799,1.527,0.050,23.682,-49.988,-16.663
1.662,1.364,0.036,57.861,-57.190,2.869
1.354,1.040,-0.037,63.660,-58.228,8.545
1.219,0.919,-0.045,55.237,-56.946,16.418
0.968,0.718,-0.020,45.532,-56.030,20.142
0.846,0.638,-0.045,29.114,-53.528,27.283
0.677,0.445,-0.092,25.452,-51.147,29.907
0.618,0.349,-0.099,23.376,-48.035,31.433
0.558,0.266,-0.104,17.944,-40.710,30.457
0.442,0.124,-0.123,14.038,-36.255,28.076
0.390,0.065,-0.122,6.104,-26.123,19.836
0.292,-0.010,-0.102,2.930,-21.057,14.771
0.253,-0.024,-0.094,0.183,-16.235,9.644
0.223,-0.033,-0.091,-5.066,-8.484,0.366
0.182,-0.058,-0.089,-8.423,-5.676,-3.662
0.170,-0.063,-0.088,-18.677,-2.686,-10.742
0.199,-0.008,-0.078,-25.940,-2.380,-13.611
0.247,0.064,-0.090,-44.922,-3.601,-16.418
0.386,0.218,-0.079,-56.702,-4.333,-15.991
0.462,0.268,-0.106,-69.885,-4.761,-14.954
0.573,0.317,-0.128,-102.173,-3.662,-12.573
0.845,0.468,-0.115,-121.033,-4.028,-11.475
1.027,0.624,-0.169,-156.677,-12.634,-6.287
1.844,1.306,-0.502,-164.856,-23.254,0.671
2.227,1.688,-0.504,-137.512,-56.763,27.649
2.247,2.097,-0.104,-101.257,-72.083,45.898
2.067,2.068,-0.065,-55.786,-82.458,64.026
1.860,1.877,-0.084,30.945,-91.187,87.219
1.403,1.225,-0.060,56.580,-92.041,89.111
1.222,0.968,-0.134,55.664,-86.914,79.285
0.926,0.758,-0.207,38.940,-81.238,72.571
0.780,0.650,-0.194,12.939,-66.589,61.035
0.518,0.275,-0.268,8.728,-57.251,54.810
0.389,-0.097,-0.390,8.728,-45.715,46.021
0.278,-0.357,-0.500,13.000,-11.353,7.141
0.230,0.178,-0.295,16.602,9.155,-16.052
0.254,0.348,-0.034,25.635,37.964,-36.072
0.256,0.108,0.186,24.536,43.274,-37.537
0.212,-0.021,0.133,16.968,45.166,-39.124
0.158,-0.084,0.056,-5.615,48.157,-46.875
0.107,-0.140,-0.008,-14.526,50.537,-52.551
0.121,-0.159,-0.005,-27.466,54.687,-65.552
0.210,-0.083,0.005,-33.203,55.969,-72.083
0.299,0.016,0.001,-44.800,57.251,-81.238
0.576,0.162,-0.019,-52.307,57.129,-83.191
0.720,0.244,-0.030,-61.951,56.030,-84.167
0.882,0.406,-0.040,-82.886,50.171,-81.787
1.393,0.841,-0.037,-91.003,44.556,-75.806
1.756,1.091,-0.056,-98.511,27.588,-51.453
2.459,1.616,-0.067,-93.933,18.799,-33.813
2.594,1.667,-0.016,-59.509,4.944,2.686
2.110,1.335,0.039,-34.241,-1.343,15.503
1.700,1.104,0.022,-8.545,-6.348,23.132
1.365,0.864,-0.027,23.010,-10.315,26.917
0.949,0.460,-0.133,20.874,-10.620,25.146
0.772,0.340,-0.128,0.793,-11.658,16.479
0.478,0.228,-0.060,-3.784,-12.451,10.498
0.409,0.186,-0.056,-2.869,-13.123,4.333
0.393,0.143,-0.076,0.671,-12.756,-7.263
0.418,0.086,-0.135,-2.136,-11.780,-12.390
0.423,0.082,-0.151,-14.832,-8.667,-20.264
0.457,0.117,-0.162,-22.217,-7.202,-22.766
0.476,0.127,-0.181,-34.851,-4.761,-24.536
0.473,0.092,-0.231,-38.818,-3.357,-24.475
0.485,0.077,-0.242,-41.138,-2.197,-24.231
0.512,0.096,-0.256,-42.908,-2.136,-23.193
0.598,0.245,-0.245,-42.847,-3.174,-22.095
0.649,0.327,-0.216,-38.940,-7.080,-19.043
0.750,0.408,-0.195,-35.156,-9.766,-17.517
0.799,0.440,-0.190,-27.405,-14.893,-15.991
0.890,0.584,-0.152,-24.597,-16.968,-15.442
0.966,0.691,-0.112,-23.254,-19.226,-13.794
1.061,0.734,-0.028,-31.738,-28.198,-5.676
1.199,0.731,0.002,-44.983,-37.109,-0.549
1.290,0.781,-0.035,-84.167,-55.664,12.024
1.589,1.072,-0.061,-102.417,-62.134,21.423
1.696,1.157,-0.061,-120.666,-66.589,48.462
1.471,0.807,-0.013,-120.605,-66.040,60.425
1.118,0.501,0.018,-114.441,-65.613,65.369
0.777,0.321,0.045,-89.355,-67.932,49.500
0.557,0.416,0.053,-80.505,-70.801,36.072
0.608,0.443,-0.022,-80.994,-74.158,15.869
0.649,0.305,-0.198,-85.388,-72.449,8.179
0.650,0.246,-0.199,-92.285,-64.819,-7.812
0.734,0.261,-0.126,-96.313,-61.890,-15.076
0.772,0.258,-0.117,-101.318,-60.059,-20.874
0.788,0.248,-0.108,-106.018,-57.861,-29.602
0.822,0.224,-0.058,-103.394,-57.495,-32.776
0.857,0.218,-0.035,-91.187,-58.228,-35.645
0.919,0.221,-0.019,-83.618,-58.716,-35.034
0.936,0.219,-0.018,-67.810,-58.838,-30.701
0.966,0.206,-0.018,-59.998,-58.228,-27.527
0.992,0.210,-0.011,-52.490,-57.007,-23.865
1.020,0.223,-0.007,-39.978,-53.162,-14.709
1.035,0.192,-0.019,-35.583,-50.659,-9.399
1.030,0.179,-0.027,-28.992,-44.006,0.183
1.017,0.141,-0.016,-26.611,-40.222,4.272
0.994,0.125,-0.009,-22.827,-32.532,10.010
0.958,0.181,0.015,-20.508,-28.992,12.024
0.963,0.243,0.019,-18.066,-25.818,14.282
0.971,0.292,0.010,-12.085,-19.836,20.508
0.962,0.302,0.001,-8.423,-16.602,23.437
0.942,0.251,0.008,-2.563,-10.376,25.513
0.864,0.222,0.029,-0.122,-7.507,23.560
0.830,0.253,0.046,2.502,-5.066,20.325
0.817,0.280,0.055,6.958,-1.404,13.306
0.844,0.313,0.047,8.240,0.305,10.132
0.875,0.333,0.050,8.484,4.089,5.188
1.045,0.416,0.081,6.165,5.859,4.578
1.147,0.468,0.090,-3.784,8.972,9.033
1.181,0.537,0.073,-8.179,10.498,13.428
1.107,0.528,0.064,-9.155,12.207,17.822
1.003,0.483,0.063,1.282,15.320,21.851
0.814,0.410,0.083,10.376,16.235,20.386
0.761,0.390,0.091,26.611,16.357,13.794
0.746,0.371,0.091,31.006,16.174,10.254
0.766,0.372,0.082,32.471,16.113,7.263
0.787,0.371,0.073,28.931,17.090,3.174
0.834,0.374,0.090,25.024,17.883,1.953
0.868,0.384,0.104,15.625,18.677,1.770
0.933,0.421,0.109,12.085,18.677,2.991
0.958,0.444,0.106,10.315,18.555,5.188
0.967,0.457,0.105,13.000,18.433,11.169
0.925,0.436,0.118,17.395,18.188,13.794
1.837,1.729,-0.045,49.011,-0.732,-24.109
2.070,1.860,0.031,65.308,-6.897,5.371
2.268,1.380,0.162,73.792,-10.803,18.616
2.084,1.167,0.100,74.646,-15.320,26.367
1.757,1.121,-0.003,64.026,-18.433,30.518
1.268,0.876,-0.067,60.059,-16.418,30.945
1.143,0.694,-0.041,48.157,-13.184,26.184
0.870,0.456,0.034,40.039,-13.306,21.362
0.729,0.385,0.055,25.879,-15.076,10.986
0.610,0.324,0.058,19.592,-15.930,6.348
0.436,0.207,0.037,12.939,-16.479,2.014
0.365,0.161,0.029,-0.549,-16.541,-6.226
0.244,0.096,0.010,-5.188,-15.930,-10.132
0.207,0.048,-0.008,-7.629,-12.878,-17.944
0.163,-0.056,-0.043,-7.751,-10.620,-22.339
0.149,-0.089,-0.060,-8.362,-8.240,-27.161
0.138,-0.107,-0.081,-11.047,-3.113,-37.354
0.138,-0.132,-0.097,-13.123,-0.427,-42.542
0.165,-0.126,-0.087,-21.851,3.357,-52.979
0.281,-0.016,-0.041,-28.320,4.028,-58.105
0.378,0.104,-0.007,-43.091,3.479,-65.979
0.712,0.382,0.115,-52.063,1.892,-67.627
0.961,0.505,0.209,-63.843,-1.404,-66.956
1.284,0.647,0.304,-100.830,-15.320,-56.274
2.023,1.165,0.394,-122.620,-26.306,-45.471
2.287,1.484,0.398,-142.212,-49.194,-14.343
2.391,1.720,0.388,-128.113,-56.824,2.747
2.230,1.541,0.346,-60.608,-60.120,23.987
1.714,1.039,0.209,-25.513,-57.983,25.574
1.463,0.864,0.175,-0.427,-55.237,23.499
1.227,0.729,0.180,18.921,-50.476,16.541
0.824,0.490,0.206,19.958,-48.462,13.306
0.660,0.388,0.195,14.282,-44.495,7.263
0.414,0.233,0.139,9.705,-42.358,4.395
0.333,0.170,0.106,5.798,-40.100,1.526
0.270,0.115,0.073,2.014,-34.729,-4.578
0.170,0.019,0.015,1.343,-31.616,-7.751
0.128,-0.024,-0.007,0.977,-25.085,-14.648
0.057,-0.098,-0.029,0.977,-21.790,-18.311
0.030,-0.129,-0.033,0.183,-15.625,-25.940
-0.004,-0.165,-0.040,-0.427,-12.817,-29.785
0.000,-0.165,-0.051,-0.732,-10.254,-33.447
0.027,-0.156,-0.062,-3.357,-5.127,-39.795
0.177,-0.058,-0.072,-7.202,-2.686,-42.053
0.350,0.027,-0.082,-27.771,0.854,-41.199
0.893,0.276,-0.045,-49.377,1.099,-36.926
1.240,0.484,0.018,-110.413,-3.296,-17.944
2.033,1.093,0.147,-136.963,-6.592,-1.770
2.417,1.482,0.130,-150.513,-8.179,18.616
2.702,1.776,0.088,-118.347,-0.366,63.599
2.696,1.609,-0.033,-72.815,7.019,79.834
2.347,1.270,-0.108,23.926,17.883,88.989
1.507,0.700,-0.165,56.641,21.057,86.121
1.224,0.507,-0.163,78.064,23.865,81.360
1.015,0.371,-0.158,96.191,30.029,68.237
0.707,0.208,-0.135,96.863,33.264,60.425
0.607,0.168,-0.111,89.416,38.940,44.006
0.478,0.129,-0.077,83.679,41.077,36.194
0.423,0.115,-0.070,77.637,42.847,28.931
0.375,0.100,-0.063,65.552,45.532,16.113
0.324,0.081,-0.054,60.059,46.387,10.376
0.311,0.084,-0.051,51.270,47.729,0.244
0.279,0.076,-0.027,47.729,48.340,-4.150
0.268,0.072,-0.005,43.945,48.523,-8.057
0.271,0.076,0.020,32.104,46.997,-14.221
0.347,0.150,0.061,23.376,45.105,-16.541
0.407,0.233,0.065,2.747,40.039,-18.677
0.553,0.384,0.043,-7.507,37.476,-18.127
0.627,0.422,0.038,-25.085,32.776,-16.174
0.845,0.564,0.064,-31.921,30.579,-15.320
1.021,0.722,0.082,-38.025,27.954,-13.672
1.226,0.932,0.091,-50.537,21.606,-2.441
1.597,1.419,0.077,-54.199,18.494,7.935
1.679,1.548,0.047,-42.358,15.991,33.875
1.500,1.395,-0.052,-26.550,17.029,45.288
1.314,1.209,-0.099,-7.935,18.982,53.284
1.128,1.025,-0.135,22.766,23.071,59.204
0.790,0.740,-0.133,30.640,24.597,58.411
0.647,0.642,-0.106,35.034,26.001,52.612
0.476,0.516,-0.082,33.936,25.513,48.767
0.436,0.485,-0.129,31.616,24.780,44.739
0.428,0.485,-0.198,26.794,26.733,38.269
0.470,0.489,-0.287,27.100,30.457,36.499
0.466,0.449,-0.289,34.119,41.077,34.302
0.384,0.349,-0.230,38.208,46.143,32.654
0.337,0.305,-0.183,41.199,49.988,30.151
0.295,0.267,-0.138,40.894,52.551,21.973
0.235,0.217,-0.057,37.292,51.453,16.479
0.232,0.217,-0.027,26.550,45.410,3.784
0.298,0.271,0.001,21.484,41.382,-2.625
0.357,0.319,0.008,17.700,37.231,-8.484
0.420,0.367,0.011,15.747,29.907,-17.212
0.516,0.420,0.033,17.578,26.917,-20.020
0.559,0.435,0.048,22.766,21.362,-24.170
0.718,0.540,0.045,23.315,18.555,-24.902
0.883,0.681,0.031,21.057,15.869,-23.499
1.115,0.904,0.013,14.160,11.780,-10.376
1.700,1.585,0.024,18.494,11.292,1.099
1.967,1.843,0.058,57.190,13.489,30.457
2.004,1.747,0.095,83.313,14.954,45.166
1.755,1.495,0.083,105.530,16.235,57.373
1.458,1.205,0.075,129.761,18.616,70.435
0.978,0.694,0.075,133.850,19.836,70.190
0.810,0.517,0.073,133.484,22.888,57.190
0.608,0.304,0.066,129.150,24.475,46.509
0.594,0.226,0.061,120.972,26.184,34.302
0.616,0.178,0.052,92.957,29.785,8.118
0.648,0.167,0.034,78.369,32.227,-4.822
0.655,0.148,0.019,61.646,39.001,-28.442
0.615,0.078,-0.067,58.044,43.335,-39.001
0.577,0.024,-0.037,55.237,48.096,-48.706
0.545,-0.001,0.023,55.603,55.237,-65.918
0.533,0.052,0.065,58.777,57.312,-72.754
0.540,0.046,0.051,53.406,60.059,-82.520
0.577,0.095,0.077,39.001,60.120,-85.632
0.626,0.159,0.122,21.912,59.082,-87.341
0.708,0.239,0.143,3.845,56.458,-87.219
0.958,0.411,0.161,1.099,55.847,-85.083
1.099,0.480,0.203,-2.502,54.016,-76.477
1.383,0.652,0.256,-2.197,52.612,-70.129
1.492,0.749,0.266,0.977,49.133,-52.856
1.597,0.918,0.248,4.150,47.485,-42.053
1.596,0.951,0.232,8.484,46.265,-30.273
1.542,0.941,0.211,18.433,45.044,-6.409
1.273,0.809,0.181,22.339,44.434,4.456
1.116,0.708,0.175,26.855,41.626,20.630
0.878,0.540,0.156,27.100,39.246,25.330
0.782,0.469,0.144,25.818,36.316,27.893
0.698,0.405,0.129,20.813,29.419,27.527
0.590,0.319,0.082,18.555,25.818,25.146
0.567,0.299,0.053,15.930,19.348,17.700
0.555,0.295,0.024,15.564,16.724,13.550
0.544,0.307,-0.015,15.747,14.771,9.583
0.540,0.297,-0.028,18.188,12.268,2.930
0.518,0.261,-0.060,19.897,11.597,-0.122
0.509,0.252,-0.073,20.325,11.230,-5.371
0.519,0.251,-0.083,18.494,11.169,-7.507
0.533,0.250,-0.084,15.930,10.864,-9.399
0.554,0.257,-0.086,10.925,10.742,-13.123
0.629,0.307,-0.090,8.972,10.742,-14.893
0.684,0.347,-0.088,6.836,10.376,-17.456
0.805,0.437,-0.085,6.958,9.827,-18.127
0.864,0.464,-0.087,8.057,9.033,-18.494
0.919,0.477,-0.090,12.817,6.653,-19.287
1.040,0.536,-0.107,15.259,5.310,-19.653
1.122,0.594,-0.106,15.869,2.380,-17.273
1.300,0.717,-0.073,14.343,0.732,-14.038
1.370,0.780,-0.062,10.437,-3.296,-4.395
1.435,0.828,-0.062,9.033,-5.188,1.343
1.419,0.810,-0.072,7.446,-6.775,6.897
1.342,0.744,-0.528,-41.687,-49.438,-13.733
1.302,0.726,-0.478,-34.851,-30.762,7.019
1.056,0.579,-0.279,-34.302,-23.376,15.381
0.927,0.484,-0.196,-38.513,-16.602,23.682
0.772,0.354,-0.125,-42.969,-16.663,23.743
0.723,0.333,-0.095,-48.401,-18.066,21.790
0.683,0.326,-0.064,-58.838,-22.766,15.076
0.691,0.330,-0.019,-62.744,-25.452,11.719
0.702,0.320,-0.016,-66.650,-30.518,6.470
0.680,0.310,-0.033,-66.223,-32.593,4.333
0.679,0.310,-0.040,-64.331,-34.119,2.747
0.698,0.315,-0.043,-57.312,-35.461,1.038
0.741,0.326,-0.064,-53.284,-35.156,0.854
0.742,0.316,-0.058,-49.072,-33.386,0.916
0.743,0.301,0.025,-50.293,-32.959,0.671
0.760,0.312,0.058,-57.556,-35.095,-0.366
0.837,0.371,0.028,-60.913,-36.682,-0.793
0.885,0.401,0.005,-62.805,-37.598,-0.977
0.915,0.410,0.008,-62.439,-37.659,-1.404
0.919,0.411,0.102,-60.425,-38.269,-2.319
0.925,0.426,0.140,-52.307,-42.786,-4.822
1.016,0.485,0.128,-46.509,-45.776,-5.859
1.100,0.544,0.096,-35.828,-49.438,-5.005
1.254,0.693,0.064,-32.837,-49.500,-2.075
1.294,0.732,0.105,-32.227,-48.889,2.563
1.282,0.752,0.164,-35.767,-48.279,13.977
1.092,0.682,0.184,-36.804,-48.889,18.860
0.956,0.580,0.122,-34.912,-48.584,21.118
0.686,0.377,0.026,-33.875,-46.753,17.151
0.595,0.353,0.045,-33.264,-44.678,10.254
0.569,0.409,0.091,-31.006,-42.480,-6.958
0.710,0.599,0.196,-28.809,-42.847,-13.672
0.810,0.671,0.231,-25.574,-44.678,-20.203
0.935,0.812,0.192,-26.245,-45.044,-20.020
0.970,0.788,0.157,-33.020,-42.236,-14.648
0.941,0.697,0.135,-37.842,-39.795,-12.390
0.874,0.682,0.136,-43.213,-37.598,-10.742
0.828,0.660,0.135,-54.626,-35.278,-7.568
0.778,0.580,0.089,-60.242,-34.546,-6.592
0.752,0.553,0.062,-70.313,-32.043,-6.714
0.690,0.500,0.048,-74.097,-30.640,-7.507
0.652,0.464,0.045,-77.515,-29.053,-11.108
0.614,0.427,0.043,-76.965,-28.931,-13.794
0.619,0.427,0.045,-75.317,-29.236,-16.602
0.632,0.429,0.043,-71.594,-29.968,-21.240
0.672,0.427,0.039,-70.740,-29.968,-22.827
0.688,0.415,0.049,-72.693,-29.907,-24.658
0.715,0.395,0.087,-75.378,-30.457,-25.024
0.740,0.386,0.086,-82.397,-33.020,-24.780
0.823,0.390,0.034,-86.426,-34.119,-24.353
0.863,0.404,0.009,-90.698,-34.546,-23.743
0.883,0.412,0.005,-100.708,-33.569,-22.400
0.860,0.416,0.045,-106.384,-33.203,-21.973
0.868,0.445,0.075,-117.004,-34.668,-20.996
0.919,0.507,0.126,-120.300,-36.560,-19.836
0.926,0.524,0.120,-121.155,-38.879,-18.616
0.920,0.539,0.107,-116.394,-42.053,-16.846
0.906,0.549,0.116,-112.366,-42.725,-15.991
0.895,0.549,0.134,-106.018,-44.006,-13.611
0.897,0.542,0.155,-105.164,-45.288,-11.902
0.900,0.526,0.149,-107.788,-48.767,-8.545
0.914,0.526,0.111,-110.107,-50.537,-7.202
0.938,0.557,0.107,-112.671,-52.429,-5.554
0.972,0.596,0.131,-119.690,-56.946,0.122
1.065,0.685,0.184,-122.864,-60.059,4.211
1.091,0.728,0.183,-121.338,-67.688,14.038
1.050,0.738,0.152,-115.173,-71.411,19.043
