aX,aY,aZ,gX,gY,gZ
0.855,0.446,-0.072,-8.057,-8.850,-7.690
0.848,0.439,-0.070,-7.568,-7.874,-7.385
0.849,0.440,-0.073,-6.836,-6.042,-6.714
0.862,0.455,-0.071,-6.958,-5.005,-6.042
0.860,0.451,-0.068,-7.446,-2.686,-4.272
0.853,0.444,-0.074,-7.141,-1.648,-3.479
0.858,0.448,-0.077,-5.615,0.183,-2.014
0.863,0.454,-0.085,-4.761,0.916,-1.160
0.863,0.452,-0.083,-4.333,1.648,-0.427
0.866,0.445,-0.075,-5.310,3.113,0.916
0.876,0.447,-0.074,-6.287,3.540,1.343
0.879,0.456,-0.079,-6.409,4.211,2.441
0.877,0.456,-0.080,-5.188,4.395,2.930
0.874,0.455,-0.083,-3.601,4.517,3.235
0.878,0.455,-0.083,-1.343,4.517,3.540
0.882,0.447,-0.085,-1.099,4.395,3.540
0.873,0.446,-0.093,-0.916,4.089,2.869
0.874,0.459,-0.099,-0.427,4.211,2.502
0.883,0.458,-0.089,0.366,4.089,2.075
0.882,0.456,-0.085,0.732,3.601,1.831
0.877,0.463,-0.092,1.282,2.991,1.526
0.875,0.466,-0.098,2.502,2.075,1.160
0.871,0.456,-0.099,2.869,1.831,1.038
0.866,0.451,-0.096,3.052,1.282,0.427
0.861,0.450,-0.097,3.052,0.916,0.000
0.866,0.450,-0.097,2.930,0.488,-0.366
0.873,0.450,-0.094,2.075,-0.488,-0.671
0.876,0.454,-0.094,1.526,-0.977,-0.671
0.875,0.458,-0.093,1.282,-1.587,-0.549
0.882,0.464,-0.087,1.587,-1.831,-0.305
0.884,0.463,-0.088,2.747,-2.319,0.183
0.876,0.456,-0.089,3.357,-2.502,0.366
0.873,0.453,-0.091,3.906,-2.747,0.488
0.873,0.453,-0.094,3.784,-3.052,0.732
0.876,0.460,-0.094,3.113,-2.991,0.977
0.876,0.462,-0.094,1.770,-2.563,1.953
0.885,0.497,-0.110,1.892,-2.319,2.625
0.900,0.513,-0.118,2.930,-1.953,3.540
0.912,0.507,-0.117,7.874,-0.793,5.615
0.884,0.444,-0.089,10.803,-0.488,5.737
0.854,0.411,-0.064,13.062,-0.977,3.174
0.846,0.397,-0.027,11.841,-2.014,1.160
0.856,0.424,-0.044,9.705,-3.418,-0.366
0.859,0.450,-0.079,5.920,-4.944,0.061
0.864,0.437,-0.102,5.188,-4.517,1.648
0.846,0.413,-0.058,8.972,-4.517,3.784
0.824,0.376,-0.056,11.353,-5.493,4.150
0.848,0.385,-0.071,10.132,-6.897,5.981
0.903,0.444,-0.080,7.507,-7.019,7.935
-0.419,1.591,0.781,-59.021,-145.752,446.716
-0.706,1.576,0.766,-19.165,-160.400,460.327
-1.055,1.554,0.713,6.165,-168.884,459.167
-1.124,1.599,0.659,27.710,-175.781,457.581
-1.209,1.636,0.597,46.204,-177.673,459.228
-1.647,1.572,0.581,46.387,-173.889,455.078
-1.857,1.603,0.597,41.687,-166.138,427.612
-2.307,1.569,0.554,34.485,-160.339,412.048
-2.518,1.460,0.526,6.592,-130.920,385.010
-2.863,1.292,0.455,-10.986,-104.736,371.338
-2.910,1.314,0.431,-26.672,-71.350,355.530
-2.875,1.410,0.399,-40.283,10.803,320.251
-2.734,1.478,0.227,-37.842,58.350,304.626
-2.670,1.404,0.099,-29.419,166.992,277.710
-2.615,1.311,-0.187,-33.203,227.234,265.747
-2.644,1.343,-0.338,-47.546,289.734,255.371
-2.751,1.407,-0.640,-104.370,415.344,236.999
-2.782,1.415,-0.798,-137.756,475.281,225.159
-2.819,1.424,-0.931,-196.472,584.595,190.613
-2.892,1.458,-1.096,-221.130,631.653,167.847
-2.912,1.444,-1.132,-257.507,706.421,111.023
-2.957,1.414,-1.040,-269.714,732.117,78.003
-2.914,1.381,-0.925,-279.846,748.718,43.701
-2.818,1.331,-0.801,-291.565,754.578,-24.597
-2.551,1.261,-0.568,-290.344,745.483,-56.641
-2.386,1.248,-0.472,-271.973,708.740,-111.572
-2.076,1.233,-0.331,-254.761,683.899,-134.033
-1.925,1.224,-0.258,-206.299,628.845,-168.274
-1.645,1.182,-0.109,-176.758,599.731,-179.443
-1.511,1.144,-0.058,-144.165,569.885,-186.707
-1.270,0.987,-0.022,-77.087,510.254,-192.505
-1.185,0.893,-0.004,-50.415,481.323,-193.604
-1.089,0.820,0.024,-23.193,423.401,-194.885
-0.851,0.710,0.030,-19.775,394.104,-194.275
-0.732,0.658,0.009,-17.883,336.975,-190.613
-0.528,0.573,0.007,-18.433,309.326,-187.805
-0.469,0.536,0.002,-20.325,282.349,-184.387
-0.412,0.512,-0.009,-21.118,230.530,-176.636
-0.265,0.533,-0.033,-16.541,205.933,-171.326
-0.182,0.540,-0.087,4.883,161.377,-155.762
-0.073,0.455,-0.226,19.226,143.127,-147.095
-0.070,0.388,-0.258,38.879,113.403,-132.080
-0.005,0.321,-0.269,39.368,99.976,-125.671
0.081,0.329,-0.304,34.729,86.914,-118.958
0.167,0.326,-0.366,23.682,63.293,-104.126
0.250,0.283,-0.422,21.118,53.284,-97.168
0.265,0.243,-0.425,20.569,34.485,-86.182
0.290,0.159,-0.428,20.264,25.330,-82.336
0.351,0.151,-0.430,15.076,8.728,-75.012
0.527,0.179,-0.525,10.803,2.258,-70.007
0.557,0.149,-0.574,5.920,-2.319,-64.331
0.561,0.104,-0.592,-7.263,-6.714,-54.077
0.653,0.081,-0.548,-17.029,-8.850,-49.194
0.715,0.082,-0.549,-41.382,-14.709,-37.476
0.802,0.062,-0.558,-53.589,-16.968,-31.250
0.844,0.070,-0.570,-64.575,-18.005,-25.085
0.890,0.082,-0.569,-82.092,-16.296,-13.062
0.921,0.064,-0.493,-88.989,-14.587,-7.874
0.909,0.060,-0.472,-95.581,-12.573,-0.366
0.937,0.091,-0.475,-94.421,-11.719,2.625
0.970,0.096,-0.481,-88.562,-9.338,8.667
1.049,0.070,-0.545,-87.036,-7.874,11.292
1.058,0.089,-0.543,-87.585,-5.920,13.611
1.058,0.092,-0.487,-90.576,-3.052,17.517
1.039,0.153,-0.418,-86.609,-2.747,18.372
1.022,0.181,-0.401,-59.204,-1.953,18.982
0.993,0.084,-0.362,-40.405,-1.526,18.311
0.989,0.041,-0.360,-14.160,-1.648,15.137
1.084,0.072,-0.341,-11.414,-2.502,14.771
1.107,0.067,-0.349,-13.977,-3.784,16.235
1.112,0.044,-0.388,-20.569,-6.104,21.240
1.108,0.033,-0.415,-21.484,-6.409,24.353
1.082,0.050,-0.374,-23.987,-6.897,31.250
1.014,0.116,-0.224,-26.123,-7.874,34.302
0.998,0.157,-0.159,-22.217,-11.230,37.964
1.002,0.238,-0.098,-13.855,-13.306,38.757
0.996,0.243,-0.107,-2.625,-15.259,39.001
0.994,0.225,-0.121,16.846,-17.456,38.208
1.019,0.195,-0.144,20.020,-18.127,37.537
1.031,0.198,-0.156,12.329,-19.470,36.804
1.017,0.213,-0.154,4.944,-20.386,36.438
1.001,0.228,-0.137,-2.625,-21.301,35.828
1.000,0.260,-0.130,-14.221,-22.583,33.752
0.999,0.316,-0.139,-17.639,-22.339,32.410
0.976,0.319,-0.133,-21.484,-20.203,28.076
0.956,0.322,-0.104,-22.156,-19.287,24.719
0.960,0.333,-0.101,-19.592,-18.921,16.602
0.970,0.375,-0.108,-16.174,-19.043,12.512
0.964,0.356,-0.131,-12.085,-18.860,8.972
0.948,0.336,-0.150,-5.127,-17.090,1.465
0.926,0.337,-0.128,-4.028,-15.442,-2.563
0.925,0.336,-0.115,-6.104,-12.451,-9.705
0.931,0.328,-0.134,-7.629,-11.047,-12.817
0.939,0.320,-0.143,-8.545,-9.521,-15.747
0.941,0.303,-0.156,-7.751,-6.104,-21.545
0.941,0.297,-0.138,-6.714,-4.456,-24.597
0.932,0.288,-0.129,-4.883,-2.258,-31.067
0.936,0.290,-0.133,-3.296,-1.343,-34.302
0.946,0.306,-0.141,1.160,0.671,-39.612
0.941,0.346,-0.154,3.235,1.831,-41.016
0.931,0.323,-0.172,3.540,3.174,-41.443
0.927,0.293,-0.168,-2.747,5.859,-41.138
0.941,0.280,-0.149,-7.568,6.653,-40.833
0.960,0.266,-0.149,-16.418,7.446,-39.734
0.992,0.262,-0.137,-19.043,7.446,-39.185
0.997,0.295,-0.146,-19.043,6.775,-36.011
1.007,0.290,-0.186,-16.968,6.897,-32.593
1.008,0.244,-0.173,-14.221,7.874,-28.564
0.999,0.207,-0.147,-10.254,10.559,-21.240
0.966,0.214,-0.128,-9.766,11.536,-18.127
0.967,0.225,-0.142,-9.277,12.634,-11.475
0.975,0.185,-0.145,-7.935,12.756,-8.118
0.964,0.162,-0.130,-3.662,11.841,-3.601
0.925,0.153,-0.119,-1.099,10.803,-2.563
0.921,0.161,-0.135,1.831,9.705,-1.953
0.928,0.175,-0.155,6.531,8.667,-0.732
0.947,0.171,-0.164,6.592,8.728,0.610
0.962,0.159,-0.145,0.000,8.423,3.479
0.980,0.165,-0.137,-5.005,7.263,4.517
0.976,0.180,-0.163,-8.728,5.554,5.493
0.968,0.196,-0.177,-6.531,2.258,6.897
0.971,0.213,-0.138,-1.465,0.732,6.958
0.985,0.218,-0.133,9.094,-3.662,6.165
0.981,0.231,-0.185,13.062,-5.798,5.493
0.956,0.228,-0.188,16.602,-8.484,3.357
0.916,0.195,-0.174,16.052,-9.705,1.343
0.923,0.194,-0.205,15.869,-10.986,-1.160
0.937,0.209,-0.223,24.780,-12.146,-5.859
0.946,0.223,-0.166,32.288,-12.207,-6.897
0.937,0.206,-0.129,40.100,-12.695,-6.409
0.930,0.155,-0.126,36.316,-13.123,-5.859
0.943,0.142,-0.119,26.367,-13.184,-5.432
0.964,0.145,-0.107,-4.578,-13.000,-4.333
1.003,0.186,-0.123,-17.456,-12.878,-3.418
1.006,0.200,-0.125,-24.780,-12.268,-2.136
0.984,0.196,-0.106,-21.545,-12.146,-2.197
0.976,0.183,-0.094,-12.634,-11.658,-2.808
0.994,0.164,-0.089,-9.521,-10.864,-2.502
1.013,0.164,-0.088,-7.751,-9.399,-1.282
1.016,0.166,-0.089,-7.568,-5.798,2.930
0.984,0.168,-0.090,-8.728,-4.211,4.761
0.968,0.169,-0.087,-13.489,-2.441,6.165
0.943,0.180,-0.084,-15.686,-2.197,5.676
0.943,0.189,-0.087,-14.954,-1.709,4.089
0.966,0.210,-0.099,-11.597,-1.343,3.845
0.958,0.208,-0.098,-7.812,-0.977,3.906
0.945,0.201,-0.093,-4.639,-0.854,3.723
0.938,0.191,-0.095,-5.981,-1.160,3.235
0.938,0.189,-0.094,-10.742,-1.831,2.197
0.950,0.203,-0.093,-12.207,-2.197,1.831
0.674,0.904,-1.105,-235.046,30.090,33.142
0.713,0.926,-1.111,-252.808,10.986,24.170
0.797,0.942,-1.080,-259.338,0.366,21.057
0.829,0.949,-1.045,-266.357,-10.498,19.531
0.839,0.945,-0.983,-283.691,-32.349,21.057
0.798,0.932,-0.891,-290.161,-43.213,23.010
0.779,0.913,-0.853,-291.321,-60.852,29.114
0.748,0.836,-0.728,-291.443,-66.650,34.119
0.718,0.807,-0.653,-304.260,-74.158,49.866
0.643,0.752,-0.500,-316.406,-76.965,60.791
0.616,0.729,-0.448,-329.956,-78.979,73.303
0.578,0.710,-0.400,-353.577,-78.796,102.234
0.452,0.682,-0.264,-360.657,-76.660,117.920
0.399,0.679,-0.207,-360.413,-69.946,150.330
0.322,0.654,-0.138,-354.248,-64.880,166.931
0.285,0.626,-0.069,-344.116,-52.551,200.012
0.225,0.609,0.048,-342.590,-46.875,216.064
0.166,0.603,0.089,-340.759,-41.809,230.957
0.098,0.596,0.130,-328.613,-34.485,254.150
-0.007,0.576,0.220,-318.176,-32.593,262.329
-0.027,0.580,0.268,-293.518,-32.776,275.085
-0.005,0.649,0.337,-279.480,-34.546,281.677
-0.025,0.671,0.384,-262.939,-37.476,288.452
-0.040,0.701,0.449,-224.792,-48.584,300.720
0.068,0.800,0.670,-208.191,-57.617,308.472
0.152,0.896,0.765,-186.218,-81.177,335.266
0.214,1.134,0.785,-174.072,-92.041,354.980
0.097,1.214,0.820,-132.935,-109.863,393.005
-0.114,1.403,0.840,-105.896,-118.896,408.203
-0.115,1.519,0.802,-78.796,-127.625,423.096
-0.120,1.625,0.760,-37.231,-140.564,457.703
-0.511,1.795,0.806,-24.353,-146.057,473.145
-0.787,1.882,0.844,-12.634,-159.241,493.469
-1.266,2.099,0.859,-12.024,-163.879,501.892
-1.478,2.219,0.843,-5.188,-161.377,522.217
-2.092,2.177,0.958,7.080,-156.372,526.855
-2.342,2.081,0.939,26.123,-151.184,522.644
-2.533,1.941,0.811,80.322,-129.822,496.704
-2.677,1.579,0.582,104.431,-106.262,480.591
-2.683,1.431,0.502,120.300,-28.259,448.242
-2.752,1.256,0.269,111.084,26.917,432.007
-2.846,1.255,0.194,91.736,91.370,413.940
-2.949,1.312,0.102,30.640,236.450,371.521
-3.150,1.516,-0.141,-6.470,312.195,348.694
-3.244,1.641,-0.275,-75.745,460.388,302.124
-3.460,1.851,-0.576,-97.168,529.602,277.161
-3.565,1.936,-0.704,-116.150,652.893,225.708
-3.745,2.031,-0.838,-126.892,704.712,201.782
-3.804,2.039,-0.835,-142.883,748.901,179.260
-3.825,2.016,-0.772,-179.138,810.791,134.949
-3.674,1.941,-0.565,-187.561,827.454,111.389
-3.523,1.915,-0.433,-167.725,834.656,67.200
-3.186,1.829,-0.159,-144.653,826.538,50.720
-2.996,1.759,-0.059,-92.651,793.213,30.518
-2.624,1.578,0.065,-70.801,770.874,24.353
-2.413,1.434,0.116,-55.237,746.399,18.616
-2.222,1.271,0.166,-48.950,694.153,1.648
-1.860,0.988,0.190,-56.824,667.053,-11.230
-1.650,0.876,0.191,-82.703,613.098,-43.823
-1.268,0.728,0.239,-96.680,585.144,-61.707
-1.094,0.686,0.246,-108.154,555.298,-79.529
-0.942,0.667,0.269,-116.577,489.990,-110.901
-0.693,0.687,0.303,-110.474,453.918,-122.498
-0.592,0.686,0.261,-72.021,378.845,-134.888
-0.446,0.596,0.169,-44.922,342.834,-136.536
-0.383,0.521,0.133,5.127,275.818,-134.155
-0.270,0.399,0.023,24.414,245.056,-131.470
-0.233,0.363,-0.055,39.124,216.614,-128.235
-0.198,0.339,-0.119,52.307,167.297,-120.056
-0.101,0.279,-0.243,50.476,145.447,-115.356
-0.043,0.249,-0.306,37.170,106.750,-106.201
0.052,0.212,-0.383,29.114,89.233,-101.929
0.064,0.220,-0.420,22.156,72.266,-97.900
0.094,0.241,-0.484,18.250,40.771,-89.661
0.204,0.255,-0.578,21.057,27.527,-84.595
0.233,0.245,-0.578,26.794,3.418,-72.205
0.311,0.210,-0.624,29.053,-8.484,-65.674
0.363,0.184,-0.667,33.508,-29.419,-53.223
0.406,0.117,-0.706,31.738,-37.720,-47.607
0.431,0.085,-0.706,24.231,-44.617,-42.236
0.479,0.062,-0.681,-8.911,-55.969,-31.616
0.599,0.054,-0.627,-30.518,-61.340,-26.001
0.654,0.065,-0.626,-71.106,-70.068,-13.550
0.724,0.096,-0.612,-88.745,-72.510,-6.592
0.751,0.109,-0.603,-122.498,-73.059,8.057
0.772,0.118,-0.523,-139.954,-71.472,15.076
0.780,0.142,-0.490,-157.043,-69.397,21.545
0.812,0.179,-0.476,-183.838,-64.819,32.654
0.998,0.295,-0.479,-191.833,-62.256,37.842
1.067,0.304,-0.475,-197.205,-56.641,48.157
0.960,0.253,-0.406,-193.054,-53.467,51.514
0.956,0.246,-0.360,-167.969,-47.668,53.833
1.003,0.240,-0.376,-148.865,-45.471,53.772
1.011,0.264,-0.397,-128.906,-43.091,53.406
1.019,0.283,-0.391,-98.389,-38.757,53.589
1.002,0.270,-0.338,-90.454,-37.598,53.650
1.000,0.260,-0.323,-84.900,-37.048,52.002
1.036,0.265,-0.285,-84.106,-37.048,50.354
1.061,0.288,-0.241,-78.491,-38.147,46.753
1.108,0.386,-0.163,-71.045,-39.001,45.288
1.121,0.422,-0.139,-60.425,-39.734,44.373
1.102,0.418,-0.134,-34.424,-40.588,43.335
1.058,0.331,-0.118,-23.254,-40.527,41.992
1.068,0.317,-0.101,-12.512,-40.405,38.269
1.093,0.335,-0.098,-12.329,-39.917,37.109
1.092,0.344,-0.106,-16.235,-36.499,36.865
1.045,0.315,-0.096,-19.287,-33.508,37.109
1.006,0.289,-0.070,-23.499,-30.151,36.682
0.981,0.284,-0.056,-34.485,-23.865,32.593
0.984,0.317,-0.065,-38.940,-20.996,29.541
0.984,0.328,-0.059,-41.748,-15.686,22.644
0.983,0.380,-0.071,-40.161,-13.855,19.226
0.991,0.402,-0.095,-33.508,-11.292,14.282
0.949,0.383,-0.090,-31.250,-10.071,12.146
0.926,0.386,-0.077,-31.189,-9.277,9.521
0.924,0.402,-0.072,-34.363,-9.216,3.418
0.932,0.419,-0.071,-35.461,-9.338,0.488
0.930,0.422,-0.080,-34.790,-9.766,-3.906
0.932,0.422,-0.105,-33.020,-10.010,-5.066
0.929,0.413,-0.102,-31.250,-10.193,-5.676
0.937,0.418,-0.080,-30.640,-11.108,-6.104
0.944,0.425,-0.079,-31.067,-11.902,-6.226
0.938,0.421,-0.083,-28.564,-13.123,-6.531
0.911,0.415,-0.102,-26.001,-13.306,-6.775
0.907,0.412,-0.110,-22.888,-13.000,-6.653
0.887,0.379,-0.099,-23.132,-12.817,-6.348
0.885,0.365,-0.087,-24.597,-13.367,-6.714
0.890,0.356,-0.083,-24.170,-13.794,-7.446
0.893,0.361,-0.079,-22.644,-13.977,-8.240
0.901,0.370,-0.075,-18.616,-13.245,-8.911
0.910,0.379,-0.080,-17.151,-12.512,-8.728
0.906,0.371,-0.083,-16.968,-10.315,-7.935
0.912,0.368,-0.050,-17.517,-9.338,-7.568
0.920,0.369,-0.057,-14.282,-9.583,-6.348
0.913,0.324,-0.089,-10.498,-9.644,-5.981
0.904,0.306,-0.068,-7.019,-9.216,-6.287
0.898,0.302,-0.048,-4.395,-8.240,-8.179
0.886,0.317,-0.049,-4.150,-7.812,-9.033
0.880,0.334,-0.074,-1.404,-6.409,-10.010
0.916,0.342,-0.072,0.305,-5.188,-9.888
0.936,0.328,-0.063,1.160,-3.113,-9.583
0.956,0.386,-0.074,0.916,-2.136,-9.399
0.965,0.397,-0.073,0.793,-0.977,-8.606
0.962,0.373,-0.068,-0.305,0.977,-6.409
0.933,0.320,-0.081,-1.770,1.587,-6.165
0.923,0.319,-0.096,-5.371,3.479,-7.141
0.952,0.448,-0.070,-6.775,4.639,-7.263
0.999,0.492,-0.073,-9.155,4.150,-1.038
0.980,0.334,-0.152,-9.888,3.296,3.540
0.911,0.328,-0.153,-10.742,3.174,6.165
0.570,0.976,-1.033,-217.224,50.049,-34.180
0.610,0.987,-1.037,-209.534,12.207,-34.973
0.629,0.935,-1.013,-207.031,-6.470,-32.898
0.619,0.902,-0.987,-213.745,-40.955,-25.879
0.602,0.847,-0.898,-222.473,-56.519,-21.301
0.594,0.823,-0.851,-233.154,-71.106,-15.869
0.575,0.800,-0.813,-254.150,-95.154,-2.625
0.520,0.752,-0.761,-262.817,-103.577,5.066
0.496,0.727,-0.723,-282.227,-112.305,23.437
0.432,0.663,-0.581,-296.082,-113.770,34.302
0.413,0.651,-0.516,-329.895,-113.586,59.998
0.396,0.660,-0.430,-346.191,-111.450,75.623
0.362,0.662,-0.384,-360.474,-107.544,92.896
0.312,0.664,-0.330,-380.249,-95.581,129.517
0.212,0.656,-0.224,-383.911,-88.562,147.766
0.182,0.659,-0.194,-379.089,-72.754,182.861
0.139,0.670,-0.155,-373.169,-63.477,199.768
0.105,0.678,-0.123,-366.821,-53.528,215.881
0.064,0.694,-0.067,-355.957,-35.156,244.507
-0.021,0.709,0.068,-350.098,-28.809,256.470
-0.035,0.734,0.100,-328.003,-22.522,274.353
-0.022,0.790,0.198,-311.646,-22.339,281.067
-0.030,0.787,0.292,-281.067,-29.724,292.358
0.005,0.853,0.443,-270.081,-36.743,298.706
0.080,0.958,0.492,-259.949,-44.312,307.678
0.130,1.050,0.578,-230.896,-60.730,333.313
0.127,1.239,0.729,-209.412,-71.350,347.473
0.116,1.299,0.783,-157.410,-96.313,379.944
0.069,1.402,0.830,-133.972,-108.459,399.109
0.031,1.525,0.778,-114.319,-118.591,420.288
-0.125,1.600,0.751,-71.594,-133.972,459.228
-0.615,1.760,0.804,-46.509,-144.165,470.703
-0.817,1.803,0.852,-20.325,-169.128,482.727
-1.166,1.969,0.806,-26.794,-176.941,488.403
-1.362,2.084,0.767,-44.495,-172.180,505.066
-2.009,2.152,0.763,-34.058,-165.100,507.690
-2.278,2.133,0.739,-4.028,-159.363,500.488
-2.430,2.064,0.687,74.585,-147.522,464.905
-2.535,1.841,0.516,96.191,-132.751,445.740
-2.568,1.722,0.440,91.003,-70.862,410.950
-2.679,1.570,0.356,77.942,-26.428,389.404
-2.708,1.542,0.261,65.430,23.621,362.915
-2.702,1.526,0.148,35.278,139.587,305.115
-2.668,1.535,-0.087,8.301,204.834,279.724
-2.654,1.597,-0.236,-67.505,345.642,242.310
-2.681,1.846,-0.525,-103.027,417.358,228.333
-2.725,1.972,-0.644,-136.169,547.485,198.669
-2.886,2.055,-0.862,-131.531,601.379,180.054
-2.971,2.021,-0.960,-120.972,646.912,159.241
-3.039,1.961,-1.018,-116.333,716.431,116.394
-3.144,1.853,-1.033,-125.732,741.333,94.360
-3.144,1.810,-0.993,-144.043,772.339,46.936
-3.057,1.660,-0.764,-148.254,777.222,21.179
-2.953,1.586,-0.634,-147.888,765.198,-32.288
-2.673,1.545,-0.402,-141.724,750.549,-57.129
-2.501,1.537,-0.331,-128.174,732.422,-78.369
-2.331,1.501,-0.264,-83.679,693.115,-106.995
-2.015,1.337,-0.121,-63.416,672.424,-114.868
-1.849,1.226,-0.062,-40.894,626.709,-123.596
-1.527,0.975,0.039,-38.513,600.952,-127.319
-1.376,0.859,0.098,-47.974,542.969,-138.000
-1.091,0.746,0.190,-55.359,510.559,-144.470
-0.973,0.734,0.204,-58.960,476.929,-150.330
-0.865,0.736,0.203,-41.992,410.828,-156.616
-0.665,0.698,0.141,-20.935,380.188,-155.945
-0.580,0.637,0.101,29.175,325.745,-148.682
-0.417,0.486,0.082,46.387,301.025,-143.372
-0.342,0.426,0.065,53.406,276.855,-137.756
-0.289,0.380,0.025,46.021,230.347,-128.296
-0.219,0.332,-0.087,39.490,208.862,-125.244
-0.175,0.325,-0.128,30.212,169.922,-120.850
-0.034,0.305,-0.218,27.771,151.672,-118.164
0.036,0.291,-0.236,23.132,116.760,-111.084
0.114,0.311,-0.255,20.325,98.938,-106.750
0.142,0.317,-0.316,19.653,81.177,-101.868
0.183,0.301,-0.383,32.837,50.781,-91.553
0.293,0.246,-0.489,44.128,38.757,-86.609
0.346,0.215,-0.546,57.922,20.569,-76.721
0.407,0.157,-0.572,53.711,13.184,-71.411
0.429,0.141,-0.549,40.771,5.737,-65.674
0.457,0.121,-0.552,6.165,-11.169,-53.711
0.556,0.102,-0.629,-5.554,-19.470,-48.096
0.622,0.094,-0.665,-17.883,-32.349,-37.109
0.693,0.089,-0.657,-27.649,-36.804,-31.067
0.695,0.100,-0.618,-65.430,-43.091,-17.029
0.690,0.088,-0.572,-86.548,-45.471,-9.949
0.724,0.097,-0.582,-102.783,-47.180,-3.540
0.809,0.118,-0.658,-121.704,-45.837,8.484
1.034,0.124,-0.768,-131.836,-42.297,14.343
1.027,0.181,-0.725,-160.095,-35.156,25.757
0.944,0.195,-0.527,-169.617,-33.752,30.945
0.910,0.177,-0.480,-170.166,-33.813,34.790
0.897,0.179,-0.459,-147.888,-35.095,39.001
1.025,0.271,-0.451,-132.812,-34.729,41.626
1.084,0.267,-0.444,-105.530,-31.982,49.683
1.046,0.269,-0.326,-93.201,-31.494,53.284
1.032,0.271,-0.294,-69.153,-34.668,58.167
1.003,0.238,-0.293,-52.612,-36.621,58.411
0.965,0.214,-0.326,-31.189,-37.292,57.007
0.979,0.211,-0.396,11.414,-31.799,51.636
1.159,0.103,-0.528,20.691,-26.306,48.950
1.167,0.023,-0.495,4.333,-18.372,42.480
0.990,0.029,-0.386,-17.883,-17.456,39.368
0.924,0.041,-0.281,-74.097,-19.104,34.302
0.919,0.154,-0.116,-97.839,-20.203,31.250
0.959,0.252,-0.039,-113.220,-20.752,28.381
1.000,0.332,0.011,-114.807,-21.545,25.513
1.080,0.328,-0.050,-100.464,-22.522,24.292
1.100,0.344,-0.074,-51.514,-23.743,18.677
1.049,0.377,-0.125,-24.841,-23.804,15.564
0.999,0.372,-0.181,-1.648,-22.644,12.634
0.978,0.366,-0.201,24.292,-14.832,8.118
1.036,0.310,-0.120,25.330,-10.010,6.714
1.046,0.289,-0.099,11.353,-3.235,4.517
1.008,0.369,-0.169,1.709,-0.366,3.784
1.020,0.411,-0.186,-7.812,2.930,3.906
1.059,0.411,-0.130,-28.748,8.911,7.141
1.052,0.313,-0.015,-40.405,8.606,8.667
0.987,0.332,-0.056,-55.725,2.319,9.644
0.878,0.364,-0.146,-54.565,-0.854,10.010
0.913,0.338,-0.149,-37.659,-5.615,8.728
1.002,0.431,-0.145,-26.611,-7.751,8.362
0.968,0.404,-0.154,-15.686,-9.399,9.399
0.922,0.387,-0.175,4.211,-9.705,11.230
0.910,0.342,-0.146,11.475,-8.240,11.292
0.912,0.271,-0.103,14.587,-6.226,7.812
0.868,0.179,-0.098,10.071,-6.836,3.662
0.851,0.203,-0.138,2.930,-7.568,-1.343
0.851,0.248,-0.144,-13.733,-6.958,-9.460
0.916,0.305,-0.138,-20.630,-6.348,-11.475
0.943,0.328,-0.154,-25.452,-3.418,-12.024
0.942,0.333,-0.130,-23.743,-0.305,-11.353
0.941,0.326,-0.105,-18.860,5.554,-11.292
0.938,0.328,-0.116,-17.639,7.507,-11.658
0.933,0.332,-0.141,-17.395,9.033,-11.658
0.945,0.335,-0.166,-15.564,11.902,-9.766
0.981,0.345,-0.175,-12.024,13.550,-8.118
0.974,0.341,-0.162,-0.244,16.418,-4.578
0.933,0.316,-0.198,5.981,17.334,-3.113
0.927,0.283,-0.209,13.306,18.860,-1.465
0.913,0.235,-0.193,13.062,18.799,-1.343
0.896,0.228,-0.206,10.254,18.188,-1.160
0.878,0.224,-0.229,-1.526,16.296,0.549
0.848,0.233,-0.250,-9.644,15.076,1.831
0.850,0.256,-0.237,-26.428,11.597,4.456
0.838,0.293,-0.252,-31.616,9.399,5.127
0.857,0.315,-0.248,-31.799,7.141,5.005
0.890,0.329,-0.264,-17.700,2.869,3.906
0.903,0.346,-0.232,-8.362,1.221,4.028
0.896,0.330,-0.221,0.244,-3.357,5.371
-0.509,1.736,0.745,-153.137,-152.832,334.534
-0.565,1.844,0.749,-129.272,-149.231,341.248
-0.749,2.026,0.734,-118.347,-143.982,344.238
-0.900,2.123,0.734,-93.140,-130.493,338.867
-1.160,2.231,0.784,-77.026,-124.512,327.759
-1.220,2.191,0.815,-59.448,-118.713,312.805
-1.275,2.092,0.832,-24.536,-99.670,284.973
-1.437,1.896,0.808,-10.315,-82.336,277.344
-1.533,1.850,0.802,13.367,-33.203,269.165
-1.624,1.805,0.789,26.428,-5.127,262.329
-1.606,1.775,0.747,39.307,24.719,253.296
-1.593,1.709,0.676,54.321,95.947,239.075
-1.626,1.639,0.443,54.077,140.625,237.793
-1.693,1.693,0.359,46.509,244.812,244.263
-1.900,1.879,0.241,48.340,296.204,246.033
-1.994,1.918,0.157,55.725,343.445,245.178
-2.089,1.912,0.068,63.477,424.988,240.234
-2.266,1.950,-0.127,59.021,461.975,238.220
-2.365,2.019,-0.207,55.542,532.349,233.826
-2.609,2.099,-0.298,60.974,562.988,229.187
-2.736,2.078,-0.305,75.500,608.093,209.412
-2.938,2.003,-0.318,83.923,623.657,194.519
