aX,aY,aZ,gX,gY,gZ
0.083,0.881,-0.233,15.320,-0.244,-10.193
0.093,0.888,-0.204,10.254,-1.892,-9.094
0.101,0.896,-0.198,1.038,-4.517,-6.592
0.097,0.936,-0.191,-2.441,-5.493,-5.066
0.098,0.951,-0.192,-4.333,-6.348,-1.404
0.092,0.968,-0.191,-2.136,-6.226,0.305
0.089,0.966,-0.187,1.831,-6.042,1.770
0.090,0.961,-0.178,10.681,-5.737,3.479
0.094,0.962,-0.145,13.245,-5.859,3.906
0.102,0.964,-0.129,12.756,-7.629,4.517
0.112,0.955,-0.122,10.925,-8.972,4.639
0.107,0.956,-0.124,8.789,-10.254,4.578
0.102,0.959,-0.124,3.540,-12.573,3.967
0.094,0.967,-0.130,1.282,-13.428,3.479
0.090,0.980,-0.135,0.610,-14.038,2.136
0.115,0.993,-0.141,2.747,-13.733,1.587
0.126,0.998,-0.137,9.705,-12.207,0.977
0.130,0.990,-0.121,12.939,-11.414,1.099
0.137,0.976,-0.114,15.442,-10.620,1.282
0.132,0.971,-0.102,16.479,-9.644,1.404
0.125,0.957,-0.090,14.954,-9.583,1.160
0.131,0.949,-0.090,10.986,-9.583,-0.610
0.121,0.961,-0.086,8.667,-9.521,-1.648
0.119,0.961,-0.090,6.348,-9.460,-2.441
0.124,0.960,-0.096,3.845,-8.179,-3.479
0.121,0.971,-0.089,3.174,-7.019,-3.479
0.123,0.972,-0.085,2.319,-4.517,-2.502
0.123,0.979,-0.080,2.747,-3.296,-2.014
0.117,0.985,-0.074,4.822,-1.465,-1.221
0.116,0.974,-0.068,6.409,-0.793,-0.977
0.109,0.971,-0.064,8.057,-0.244,-1.038
0.099,0.975,-0.057,9.216,0.549,-1.404
0.109,0.961,-0.064,8.789,1.038,-1.587
0.112,0.956,-0.069,6.958,2.686,-2.502
0.096,0.973,-0.064,4.700,3.601,-2.930
0.102,0.972,-0.068,2.136,4.456,-3.052
0.110,0.969,-0.075,-0.671,6.653,-3.235
0.105,0.972,-0.073,-1.099,7.874,-3.235
0.102,0.969,-0.070,-2.197,9.766,-2.625
0.111,0.951,-0.068,-2.441,10.437,-2.563
0.105,0.950,-0.062,-3.052,10.986,-3.174
0.097,0.970,-0.064,-3.662,10.803,-3.235
0.112,0.975,-0.075,-3.601,10.681,-2.991
0.123,0.973,-0.080,-0.427,10.986,-2.197
0.115,0.962,-0.078,1.221,11.169,-1.709
0.109,0.960,-0.077,0.854,11.108,-0.183
0.120,0.946,-0.082,-0.671,10.925,0.488
0.123,0.940,-0.089,-2.136,10.803,0.977
0.119,0.945,-0.094,-4.517,10.742,1.892
0.108,0.982,-0.093,-5.188,10.681,2.991
0.116,0.979,-0.100,-1.770,10.986,5.493
0.118,0.959,-0.103,2.014,11.414,6.165
0.113,0.957,-0.095,5.127,11.841,6.714
0.108,0.959,-0.084,5.188,11.780,8.179
0.110,0.947,-0.088,3.174,11.292,8.850
0.112,0.947,-0.099,-0.549,10.742,8.728
0.103,0.982,-0.091,-2.502,10.681,8.667
-0.847,1.557,-0.247,-50.415,-307.007,182.129
-0.938,1.631,-0.250,-70.679,-378.906,215.698
-1.094,1.700,-0.177,-79.224,-409.912,233.398
-1.138,1.724,-0.095,-98.755,-462.341,265.198
-1.248,1.840,0.062,-116.211,-485.229,279.053
-1.313,1.843,0.116,-142.395,-505.676,293.030
-1.356,1.800,0.191,-217.712,-538.879,323.120
-1.467,1.726,0.441,-262.817,-554.565,340.881
-1.537,1.624,0.475,-343.628,-587.891,379.028
-1.800,1.533,0.331,-364.563,-603.333,394.775
-1.995,1.600,0.234,-339.172,-635.254,417.847
-2.253,1.748,-0.073,-283.203,-654.724,423.462
-2.324,1.764,-0.308,-197.754,-677.185,423.279
-2.385,1.722,-0.564,25.391,-727.234,396.179
-2.509,1.540,-1.042,139.893,-751.038,365.417
-2.430,1.407,-1.236,335.510,-780.395,271.057
-2.374,1.183,-1.510,403.198,-778.076,212.585
-2.367,1.170,-1.502,446.533,-734.131,96.863
-2.097,1.070,-1.255,422.729,-696.716,48.889
-1.762,0.941,-1.079,380.371,-652.466,9.766
-1.504,0.799,-0.954,276.794,-550.842,-43.884
-1.316,0.516,-0.716,230.408,-496.521,-62.256
-1.312,0.430,-0.528,163.452,-393.249,-92.224
-1.194,0.263,-0.073,140.137,-348.145,-105.347
-1.075,0.224,0.059,106.445,-268.372,-128.601
-0.847,0.258,0.208,95.642,-230.225,-137.390
-0.743,0.280,0.262,88.867,-193.115,-143.616
-0.656,0.282,0.284,86.853,-123.474,-149.963
-0.528,0.266,0.306,87.097,-90.820,-150.757
-0.463,0.256,0.345,69.092,-30.212,-146.179
-0.346,0.262,0.375,49.500,-2.747,-140.686
-0.297,0.275,0.386,27.405,23.315,-133.667
-0.257,0.294,0.398,-10.498,70.801,-117.737
-0.168,0.343,0.387,-21.606,91.919,-109.619
-0.129,0.367,0.381,-26.550,128.662,-93.811
-0.080,0.400,0.369,-24.109,144.043,-86.060
-0.056,0.417,0.351,-19.104,169.250,-70.129
0.006,0.465,0.317,-18.494,179.382,-61.707
0.041,0.504,0.290,-18.860,188.049,-53.101
0.082,0.548,0.264,-16.724,201.721,-35.645
0.146,0.615,0.210,-11.780,207.153,-27.161
0.161,0.646,0.170,8.362,216.797,-11.169
0.176,0.716,0.050,21.851,221.680,-3.235
0.201,0.752,-0.011,34.729,227.051,5.066
0.237,0.791,-0.064,52.368,239.258,23.376
0.264,0.832,-0.128,58.838,244.873,32.288
0.245,0.833,-0.154,76.233,251.709,45.837
0.211,0.887,-0.250,87.708,253.540,50.720
0.207,0.929,-0.297,108.704,256.592,60.730
0.202,0.954,-0.331,116.272,257.446,65.918
0.176,0.985,-0.407,122.375,257.507,70.618
0.172,1.014,-0.439,135.254,255.249,78.247
0.134,1.070,-0.483,143.311,252.869,81.055
0.102,1.103,-0.490,154.846,246.216,84.229
0.045,1.165,-0.503,154.419,241.638,84.961
0.035,1.202,-0.539,150.574,236.694,85.205
0.042,1.228,-0.591,144.531,227.844,84.717
0.040,1.233,-0.642,145.325,224.487,82.886
0.010,1.231,-0.622,142.395,217.468,74.158
-0.062,1.213,-0.544,134.155,213.135,67.139
-0.093,1.244,-0.537,121.948,208.557,58.838
-0.086,1.301,-0.585,97.351,202.881,43.091
-0.023,1.369,-0.699,92.285,204.224,36.743
-0.037,1.366,-0.683,92.773,211.670,24.597
-0.097,1.300,-0.547,90.149,214.050,17.639
-0.117,1.287,-0.495,83.496,214.416,9.888
-0.117,1.303,-0.493,67.871,212.585,-5.432
-0.101,1.364,-0.536,64.941,212.891,-11.475
-0.096,1.364,-0.515,70.374,216.248,-19.592
-0.112,1.307,-0.395,72.998,217.102,-22.583
-0.117,1.277,-0.339,68.298,214.722,-27.039
-0.110,1.272,-0.343,62.439,212.708,-27.771
-0.096,1.260,-0.390,56.274,211.426,-27.222
-0.090,1.235,-0.438,44.800,212.769,-24.292
-0.091,1.135,-0.443,38.696,214.416,-23.254
-0.086,1.074,-0.392,24.658,214.111,-24.841
-0.065,0.961,-0.232,15.991,210.449,-27.344
-0.054,0.926,-0.179,-4.272,194.397,-34.424
-0.051,0.937,-0.271,-14.526,184.387,-37.720
-0.065,0.948,-0.366,-23.865,175.537,-40.039
-0.078,0.957,-0.430,-38.269,164.429,-41.870
-0.054,0.947,-0.416,-42.725,160.339,-41.931
-0.029,0.933,-0.367,-46.143,148.621,-41.626
0.018,0.913,-0.244,-45.776,139.771,-41.260
0.035,0.906,-0.194,-43.152,116.699,-39.368
0.035,0.927,-0.186,-41.565,104.248,-37.659
0.024,0.961,-0.229,-40.039,92.590,-35.034
0.004,0.989,-0.291,-32.898,75.867,-27.161
-0.019,0.994,-0.363,-25.024,70.679,-23.193
-0.011,0.984,-0.351,-4.395,62.073,-16.907
0.010,0.950,-0.289,4.700,57.190,-14.587
0.018,0.929,-0.258,11.292,51.514,-12.695
0.022,0.911,-0.233,15.320,38.940,-9.766
0.027,0.883,-0.213,13.550,32.776,-8.545
0.018,0.887,-0.208,6.470,22.095,-6.348
0.017,0.906,-0.220,3.113,17.761,-5.188
0.012,0.917,-0.235,0.427,12.024,-2.686
-0.002,0.922,-0.273,1.160,10.742,-1.648
-0.004,0.924,-0.283,2.808,10.376,-0.977
0.002,0.928,-0.280,6.714,11.475,-0.305
0.040,0.939,-0.249,8.301,12.146,0.000
0.059,0.944,-0.224,9.460,12.207,1.160
0.088,0.948,-0.174,8.423,11.230,2.258
0.091,0.955,-0.155,5.981,9.705,3.784
0.087,0.964,-0.142,-1.221,5.432,7.507
0.084,0.966,-0.134,-3.845,3.296,8.972
0.086,0.967,-0.135,-4.517,-0.305,9.949
0.082,0.986,-0.142,-3.235,-1.648,9.766
0.081,0.992,-0.151,-1.099,-2.747,9.521
0.079,0.998,-0.154,5.432,-4.028,8.850
0.075,1.011,-0.131,8.667,-4.578,8.606
0.086,1.006,-0.122,13.550,-5.981,7.874
0.084,1.011,-0.101,14.526,-6.714,7.324
0.087,1.003,-0.099,13.000,-7.751,6.348
0.095,0.977,-0.107,10.986,-7.629,5.615
0.080,0.983,-0.101,8.118,-7.263,4.700
0.072,0.985,-0.095,0.977,-6.287,3.052
0.092,0.978,-0.087,-1.587,-5.798,1.892
0.083,0.993,-0.073,-3.479,-5.676,-1.099
0.086,1.010,-0.071,-2.747,-6.104,-2.441
0.097,1.004,-0.077,3.113,-6.104,-5.066
0.085,0.997,-0.072,6.287,-5.554,-6.104
0.083,0.990,-0.068,8.484,-5.066,-6.714
0.094,0.975,-0.067,9.766,-3.906,-7.080
0.098,0.958,-0.066,9.094,-3.113,-7.141
0.092,0.956,-0.065,4.944,-1.282,-6.775
0.108,0.939,-0.071,2.563,-0.244,-6.470
0.101,0.947,-0.063,0.244,0.854,-6.287
0.091,0.960,-0.056,-4.211,1.892,-5.737
0.101,0.975,-0.058,-4.517,2.136,-5.371
0.096,0.984,-0.057,0.122,2.625,-4.578
0.094,0.976,-0.060,3.601,2.930,-3.906
0.095,0.968,-0.060,8.423,3.906,-2.747
0.079,0.954,-0.052,8.179,4.395,-2.197
0.078,0.948,-0.054,6.470,4.639,-1.892
0.079,0.949,-0.057,2.136,5.066,-2.441
0.075,0.964,-0.059,0.427,5.249,-2.869
0.082,0.969,-0.062,-0.122,5.737,-3.418
0.092,0.993,-0.063,0.793,5.859,-3.235
0.098,0.995,-0.064,2.014,5.798,-2.686
0.102,0.989,-0.067,5.188,5.310,-1.404
0.100,0.981,-0.065,6.348,5.066,-0.977
0.102,0.973,-0.065,5.432,4.395,-0.183
0.104,0.969,-0.067,3.418,4.150,0.061
0.104,0.969,-0.070,-1.343,3.845,0.610
0.093,0.981,-0.074,-3.174,3.845,0.793
0.088,0.991,-0.072,-4.272,3.723,0.854
0.094,0.991,-0.075,-2.319,3.479,0.000
0.098,0.977,-0.072,0.305,3.418,-1.343
0.089,0.978,-0.069,3.723,2.563,-3.967
-1.226,1.240,0.007,-118.225,-319.275,234.985
-1.216,1.253,0.124,-170.593,-386.536,241.272
-1.114,1.443,0.352,-197.571,-423.767,249.573
-1.099,1.581,0.402,-240.356,-502.014,284.180
-1.175,1.700,0.474,-253.052,-540.649,309.692
-1.229,1.644,0.495,-258.850,-578.125,336.975
-1.292,1.584,0.492,-252.686,-649.048,385.254
-1.584,1.515,0.312,-244.690,-681.335,404.541
-1.873,1.504,0.194,-218.079,-736.633,428.711
-2.589,1.600,-0.170,-191.650,-760.620,430.908
-2.892,1.680,-0.476,-145.447,-781.799,425.110
-3.132,1.795,-1.089,28.442,-815.430,385.437
-2.900,1.726,-1.329,148.315,-826.782,349.487
-2.608,1.606,-1.441,393.066,-826.599,241.882
-2.173,1.357,-1.418,492.310,-811.218,174.072
-1.925,1.190,-1.390,610.535,-740.417,31.067
-1.546,1.070,-1.256,625.488,-684.509,-33.020
-1.380,1.117,-1.131,608.887,-619.507,-82.947
-1.297,1.031,-0.985,491.150,-481.201,-129.211
-1.169,0.412,-0.534,404.907,-414.551,-134.460
-1.085,0.187,-0.322,217.163,-294.434,-134.888
-0.895,0.097,-0.064,133.972,-240.967,-133.484
-0.825,0.141,-0.002,30.090,-146.484,-132.568
-0.742,0.241,0.116,11.841,-106.079,-134.521
-0.703,0.281,0.174,9.338,-70.557,-137.634
-0.655,0.305,0.232,25.391,-12.512,-143.921
-0.531,0.328,0.310,32.715,11.292,-145.447
-0.458,0.331,0.329,29.663,50.659,-143.127
-0.290,0.337,0.333,18.799,66.589,-139.526
-0.214,0.354,0.314,-11.719,92.224,-129.333
-0.128,0.397,0.275,-27.710,102.783,-123.352
-0.111,0.415,0.270,-42.603,111.938,-117.065
-0.091,0.426,0.272,-64.941,125.488,-104.553
-0.017,0.451,0.274,-71.594,130.066,-98.389
0.026,0.460,0.277,-76.721,135.925,-85.937
0.099,0.463,0.288,-75.928,137.329,-79.773
0.119,0.482,0.272,-73.608,138.000,-73.669
0.126,0.508,0.255,-65.796,138.672,-60.913
0.116,0.545,0.232,-60.181,138.916,-54.260
0.105,0.551,0.209,-43.884,139.832,-41.687
0.146,0.548,0.146,-32.715,141.357,-35.645
0.180,0.562,0.120,-7.385,147.156,-22.522
0.194,0.633,0.067,3.906,150.879,-14.404
0.197,0.667,0.034,13.184,155.029,-4.944
0.208,0.690,0.006,28.137,164.612,15.747
0.226,0.692,-0.045,36.011,169.556,25.696
0.228,0.697,-0.083,55.542,179.504,42.969
0.228,0.786,-0.141,66.406,184.753,51.392
0.214,0.840,-0.150,76.904,189.880,60.425
0.192,0.875,-0.135,95.764,197.327,79.407
0.156,0.907,-0.125,104.004,198.364,87.646
0.167,0.936,-0.167,121.216,197.998,100.220
0.171,1.007,-0.270,131.409,198.486,105.164
0.118,1.024,-0.285,141.479,199.524,109.619
0.049,1.034,-0.263,150.269,199.768,115.356
-0.035,1.043,-0.247,145.874,197.998,115.845
-0.026,1.058,-0.280,129.028,194.580,111.267
0.002,1.113,-0.332,122.253,194.763,107.117
-0.016,1.139,-0.329,118.469,196.106,102.478
-0.055,1.170,-0.346,113.708,199.341,92.346
-0.057,1.220,-0.519,107.666,202.087,87.830
-0.039,1.220,-0.584,79.834,214.661,80.383
-0.073,1.227,-0.492,57.495,222.168,76.355
-0.125,1.245,-0.426,33.081,227.661,70.862
-0.162,1.278,-0.419,-2.380,231.079,53.589
-0.173,1.335,-0.586,-7.080,231.995,42.664
-0.178,1.343,-0.660,9.155,237.122,19.348
-0.207,1.337,-0.613,25.024,239.502,8.179
-0.200,1.346,-0.537,53.162,237.061,-8.850
-0.180,1.363,-0.591,60.364,233.032,-13.550
-0.187,1.352,-0.713,63.721,229.919,-16.296
-0.203,1.321,-0.792,64.575,230.347,-20.203
-0.194,1.233,-0.690,61.951,230.530,-23.010
-0.161,1.186,-0.570,48.767,219.910,-31.372
-0.095,1.146,-0.507,39.368,208.496,-36.194
-0.089,1.144,-0.596,29.175,195.496,-40.466
-0.089,1.136,-0.685,7.874,173.584,-45.959
-0.046,1.099,-0.690,-2.686,164.673,-47.607
-0.015,1.075,-0.622,-18.555,143.799,-50.598
0.082,1.030,-0.466,-21.545,129.944,-52.002
0.125,1.023,-0.409,-19.043,97.168,-52.856
0.076,1.085,-0.507,-15.381,81.238,-51.208
0.028,1.084,-0.597,-10.925,68.665,-47.974
0.010,1.060,-0.630,-2.808,55.359,-40.039
0.043,1.014,-0.542,-0.183,51.270,-36.743
0.073,0.995,-0.473,3.540,40.161,-32.654
0.119,0.946,-0.337,4.761,32.471,-31.738
0.135,0.916,-0.283,3.845,14.771,-31.555
0.148,0.905,-0.217,0.793,6.165,-31.555
0.139,0.922,-0.210,-3.845,-1.526,-30.762
0.110,0.949,-0.218,-11.841,-13.367,-26.611
0.058,1.000,-0.237,-11.841,-17.273,-23.804
0.051,0.996,-0.262,0.671,-21.179,-19.714
0.050,0.957,-0.292,10.803,-20.874,-19.104
0.049,0.932,-0.273,20.020,-19.470,-18.982
0.052,0.903,-0.240,26.245,-15.991,-19.287
0.083,0.875,-0.161,21.423,-14.954,-19.348
0.098,0.892,-0.123,0.671,-15.503,-17.639
0.110,0.950,-0.097,-10.132,-16.663,-15.503
0.105,0.977,-0.103,-20.874,-18.311,-9.521
0.100,1.001,-0.102,-20.325,-18.188,-6.348
0.096,0.998,-0.090,-17.395,-17.822,-3.540
0.088,0.988,-0.079,-8.972,-17.761,-0.061
0.074,0.973,-0.063,-4.700,-18.372,0.488
0.075,0.969,-0.057,4.211,-20.203,0.122
0.084,0.965,-0.056,9.216,-21.057,-0.427
0.082,0.965,-0.052,17.761,-21.851,-1.282
0.081,0.953,-0.048,20.142,-22.034,-1.465
0.079,0.951,-0.051,21.118,-21.973,-1.587
0.082,0.950,-0.054,19.897,-20.752,-1.648
0.098,0.940,-0.050,18.494,-19.470,-1.465
0.104,0.932,-0.040,13.672,-16.052,-1.099
0.107,0.923,-0.020,9.277,-14.526,-1.160
0.102,0.929,-0.014,3.540,-13.306,-1.343
0.098,0.947,-0.015,-7.996,-11.353,-1.343
0.096,0.999,-0.028,-11.353,-10.376,-0.793
0.099,1.010,-0.037,-9.644,-7.507,1.282
0.103,1.002,-0.037,-5.432,-5.676,2.075
0.098,0.994,-0.026,1.831,-2.502,2.319
0.102,0.966,-0.014,2.991,-1.526,1.892
0.109,0.959,-0.014,2.441,-0.854,1.160
0.110,0.966,-0.016,-2.258,-0.061,-0.244
0.109,0.983,-0.029,-5.066,0.244,-0.732
0.110,0.985,-0.038,-8.118,1.221,-2.075
0.107,0.992,-0.054,-8.301,1.953,-3.174
0.104,0.994,-0.060,-7.874,2.747,-4.272
0.119,0.995,-0.067,-5.188,4.089,-6.348
0.128,0.997,-0.066,-3.174,4.578,-7.141
0.134,0.992,-0.064,-0.427,4.761,-7.751
0.136,0.975,-0.066,-0.427,4.517,-7.812
0.131,0.974,-0.070,-3.174,4.211,-7.263
0.121,0.971,-0.089,-4.822,4.333,-6.714
0.122,0.969,-0.091,-5.798,4.883,-6.287
0.124,0.972,-0.086,-5.493,6.226,-5.615
0.131,0.984,-0.075,-4.883,6.531,-5.188
0.131,0.989,-0.071,-3.296,5.981,-4.211
0.139,0.981,-0.071,-2.014,5.493,-3.601
0.143,0.972,-0.071,0.488,4.822,-2.563
0.134,0.950,-0.065,0.244,4.395,-2.258
0.128,0.945,-0.068,-1.404,3.845,-2.197
0.121,0.951,-0.073,-5.798,2.563,-2.625
0.127,0.976,-0.084,-6.348,2.136,-2.686
0.138,0.977,-0.087,-2.014,1.831,-2.686
0.136,0.975,-0.071,1.282,1.648,-2.625
0.139,0.974,-0.062,4.028,1.221,-2.441
0.149,0.964,-0.059,6.104,-0.183,-2.258
0.152,0.938,-0.055,5.371,-1.038,-2.808
0.140,0.946,-0.056,0.793,-2.991,-3.601
0.139,0.981,-0.077,-0.854,-3.601,-3.357
0.151,0.982,-0.085,2.197,-3.113,-2.380
-0.607,1.427,-0.545,107.056,-89.966,97.595
-0.646,1.438,-0.521,55.420,-138.123,128.235
-0.740,1.460,-0.405,14.832,-165.955,146.118
-0.789,1.498,-0.339,-73.486,-228.516,185.852
-0.945,1.561,-0.193,-113.342,-262.146,207.642
-1.021,1.571,-0.095,-148.071,-296.997,229.980
-1.072,1.572,0.039,-204.773,-371.826,273.560
-1.151,1.584,0.269,-226.074,-412.170,293.823
-1.209,1.601,0.331,-248.779,-492.310,330.139
-1.317,1.679,0.427,-253.601,-530.273,346.863
-1.368,1.733,0.426,-265.808,-600.281,382.751
-1.753,1.798,0.319,-272.095,-631.165,402.161
-2.022,1.805,0.200,-271.484,-660.034,420.837
-2.266,1.794,0.068,-222.290,-712.707,443.359
-2.690,1.758,-0.216,-170.715,-738.037,441.650
-2.814,1.754,-0.420,-17.029,-790.100,405.212
-3.060,1.943,-0.914,83.191,-817.993,372.436
-3.073,2.035,-1.223,308.350,-865.112,286.011
-2.765,1.904,-1.724,417.541,-873.352,232.605
-2.633,1.712,-1.793,510.071,-866.760,172.485
-2.487,1.511,-1.778,609.436,-809.143,40.649
-2.047,1.116,-1.481,609.558,-759.033,-22.217
-1.731,0.905,-1.225,523.926,-630.737,-119.507
-1.324,0.596,-0.873,450.256,-558.655,-148.071
-1.327,0.419,-0.655,280.090,-414.856,-171.570
-1.452,0.157,-0.235,197.571,-351.013,-175.598
-1.286,0.138,-0.046,123.962,-293.152,-177.979
-1.029,0.222,0.058,30.640,-192.017,-179.565
-0.775,0.370,0.073,22.949,-146.790,-180.481
-0.751,0.397,0.128,58.899,-66.223,-185.608
-0.716,0.397,0.211,78.064,-32.288,-187.073
-0.668,0.363,0.242,83.740,24.414,-182.861
-0.539,0.313,0.316,69.092,47.485,-177.429
-0.485,0.315,0.336,46.631,66.895,-170.532
-0.442,0.326,0.344,-3.052,95.459,-155.334
-0.334,0.359,0.350,-23.132,105.713,-147.949
-0.259,0.375,0.364,-47.058,120.300,-133.850
-0.150,0.402,0.350,-50.476,125.610,-127.197
-0.128,0.415,0.330,-48.706,130.554,-120.666
-0.110,0.429,0.325,-35.461,140.015,-107.178
-0.069,0.473,0.339,-27.832,143.982,-99.548
-0.043,0.496,0.336,-16.113,150.085,-82.214
0.007,0.494,0.293,-11.353,153.015,-73.059
0.038,0.470,0.256,1.099,160.034,-56.580
0.134,0.457,0.172,9.338,164.795,-49.194
0.179,0.486,0.138,18.066,170.410,-41.687
0.191,0.518,0.111,35.461,182.983,-24.414
0.161,0.518,0.083,45.105,189.026,-15.259
0.173,0.506,0.073,66.162,199.158,2.136
0.239,0.536,-0.003,75.500,204.041,11.169
0.243,0.572,-0.046,82.642,209.351,21.423
0.222,0.608,-0.078,90.698,220.459,44.922
0.148,0.665,-0.124,94.299,225.403,56.946
0.147,0.706,-0.169,108.337,233.459,79.163
0.203,0.758,-0.267,118.652,237.122,89.355
0.182,0.779,-0.297,128.357,240.479,98.816
0.142,0.806,-0.298,136.230,245.300,115.479
0.093,0.871,-0.263,133.423,246.155,122.620
0.075,0.914,-0.289,125.488,246.033,132.568
0.038,0.998,-0.385,125.732,245.972,134.521
-0.017,1.045,-0.431,130.188,245.789,134.155
-0.083,1.089,-0.458,143.799,244.141,128.174
-0.158,1.188,-0.476,145.142,242.493,124.207
-0.138,1.221,-0.510,125.488,241.333,117.371
-0.105,1.217,-0.526,109.680,242.981,113.464
-0.140,1.195,-0.495,95.337,245.178,107.910
-0.199,1.189,-0.476,80.811,246.033,90.210
-0.241,1.201,-0.690,82.214,245.911,79.407
-0.229,1.199,-0.794,91.980,253.113,59.021
-0.219,1.232,-0.713,90.881,258.179,51.392
-0.224,1.265,-0.611,69.763,259.583,41.199
-0.249,1.367,-0.556,54.810,255.066,37.231
-0.268,1.411,-0.608,41.809,249.023,33.325
-0.284,1.444,-0.688,31.250,238.281,24.109
-0.324,1.456,-0.725,33.997,234.314,18.555
-0.315,1.445,-0.653,45.471,222.229,5.859
-0.276,1.414,-0.541,50.049,211.914,-0.793
-0.271,1.405,-0.573,52.063,199.768,-7.202
-0.265,1.391,-0.649,43.518,178.894,-16.357
-0.236,1.321,-0.692,31.921,172.241,-18.921
-0.207,1.267,-0.628,4.883,158.813,-24.902
-0.153,1.177,-0.470,-3.906,149.353,-30.151
-0.137,1.159,-0.415,-7.568,124.451,-42.725
-0.145,1.178,-0.497,-5.127,111.694,-47.485
-0.163,1.190,-0.599,-1.709,101.501,-50.049
-0.167,1.172,-0.674,5.005,91.858,-49.866
-0.119,1.075,-0.646,6.104,90.271,-49.133
-0.086,1.012,-0.577,-5.371,85.449,-49.072
-0.041,0.911,-0.430,-19.348,80.750,-50.049
-0.021,0.909,-0.368,-56.396,66.895,-51.941
-0.011,0.948,-0.307,-72.144,58.289,-52.063
-0.011,0.977,-0.286,-81.238,49.500,-51.758
-0.014,1.012,-0.253,-77.271,32.410,-49.133
-0.016,1.045,-0.203,-66.833,24.292,-46.814
-0.014,1.047,-0.209,-35.706,10.681,-41.931
-0.008,1.035,-0.254,-17.578,6.104,-39.673
-0.011,1.016,-0.266,17.334,1.160,-35.156
0.007,0.962,-0.233,30.579,-0.183,-32.837
0.028,0.930,-0.203,38.696,-1.343,-30.273
0.042,0.899,-0.173,38.330,-3.845,-24.841
0.053,0.848,-0.118,31.372,-5.493,-22.400
0.060,0.838,-0.096,10.620,-9.338,-18.311
0.057,0.868,-0.073,-0.061,-11.353,-16.235
0.047,0.900,-0.078,-13.672,-14.893,-11.292
0.034,0.947,-0.104,-14.404,-15.808,-8.789
0.026,0.953,-0.106,-11.047,-15.930,-6.653
0.015,0.951,-0.096,3.174,-15.625,-4.456
0.012,0.943,-0.061,10.498,-15.930,-4.089
0.020,0.943,-0.048,17.700,-17.883,-3.296
0.027,0.937,-0.044,16.663,-19.165,-2.563
0.026,0.930,-0.053,9.094,-21.118,-1.160
0.019,0.925,-0.073,4.639,-21.301,-0.854
0.012,0.929,-0.079,0.671,-21.057,-0.854
0.000,0.935,-0.087,-3.601,-19.897,-1.953
-0.006,0.959,-0.100,-2.686,-19.104,-2.930
0.002,0.972,-0.107,4.089,-17.029,-4.517
0.028,0.977,-0.113,8.118,-15.686,-4.761
0.043,0.976,-0.103,11.169,-12.939,-4.211
0.066,0.956,-0.081,9.338,-11.963,-3.723
0.067,0.948,-0.074,5.737,-11.353,-3.418
0.066,0.951,-0.073,-2.625,-10.986,-3.479
0.078,0.967,-0.082,-5.249,-10.620,-3.540
0.082,0.973,-0.083,-4.578,-8.728,-3.418
0.087,0.969,-0.079,-1.892,-7.507,-3.296
0.090,0.966,-0.071,1.343,-6.409,-3.174
0.094,0.970,-0.059,6.165,-5.188,-2.441
0.094,0.971,-0.058,7.141,-4.944,-1.770
0.096,0.968,-0.060,8.057,-4.150,0.183
0.092,0.955,-0.047,8.484,-3.418,1.282
0.090,0.946,-0.035,6.287,-2.380,2.808
0.087,0.943,-0.021,3.235,-2.319,3.174
0.079,0.953,-0.022,-0.366,-2.563,3.296
0.068,0.971,-0.029,-5.249,-3.052,3.540
0.063,0.996,-0.052,-4.578,-2.625,3.784
0.065,1.000,-0.059,1.953,-0.305,4.272
0.062,1.000,-0.047,5.249,0.916,4.456
0.071,0.988,-0.042,7.446,1.831,4.639
0.077,0.980,-0.035,7.690,2.563,4.272
0.074,0.979,-0.025,5.493,2.319,3.906
0.082,0.973,-0.033,1.038,1.831,2.563
0.079,0.992,-0.043,0.244,2.014,1.709
0.074,1.004,-0.045,0.488,2.625,0.488
0.095,1.002,-0.064,2.319,3.174,-0.122
0.101,1.006,-0.065,4.822,4.028,-0.732
0.099,1.007,-0.059,6.531,5.615,-1.038
0.093,0.986,-0.065,5.005,6.042,-1.038
0.098,0.979,-0.069,1.099,6.958,-1.465
0.094,0.978,-0.053,-1.282,7.385,-1.587
0.088,0.978,-0.049,-3.784,7.446,-1.587
0.087,0.980,-0.050,-6.592,7.019,-1.404
-0.328,1.520,-0.820,65.308,-94.543,25.085
-0.407,1.552,-0.882,14.526,-136.658,57.922
-0.639,1.638,-1.023,-20.386,-158.386,78.613
-0.755,1.659,-1.060,-105.530,-200.378,126.831
-0.905,1.705,-0.968,-157.227,-222.290,153.442
-0.966,1.732,-0.850,-212.280,-246.094,181.824
-1.057,1.778,-0.714,-303.833,-300.354,241.028
-1.285,1.889,-0.447,-325.928,-329.956,270.325
-1.399,1.887,-0.339,-321.838,-392.151,322.876
-1.584,1.867,-0.112,-309.753,-424.133,344.665
-1.692,1.886,-0.062,-293.152,-486.877,381.653
-1.978,2.002,-0.041,-290.161,-513.977,399.170
-2.140,2.069,-0.003,-291.443,-536.804,418.030
-2.316,2.124,0.059,-302.795,-571.228,460.693
-2.721,2.163,0.122,-305.542,-585.205,480.896
-2.917,2.156,0.020,-273.376,-608.582,504.883
-3.129,2.080,-0.245,-226.929,-619.202,503.113
