aX,aY,aZ,gX,gY,gZ
0.130,1.044,-0.257,44.128,-7.263,22.217
0.103,1.013,-0.215,33.142,-2.563,17.212
0.043,0.973,-0.130,24.536,-2.747,13.733
0.010,0.962,-0.107,7.874,-8.057,4.028
-0.012,0.978,-0.117,1.282,-11.475,-1.770
0.003,0.990,-0.132,-4.211,-13.916,-7.263
0.028,1.005,-0.146,-11.780,-14.771,-15.503
0.033,1.011,-0.141,-13.794,-13.733,-17.700
0.038,1.010,-0.130,-14.465,-10.986,-19.104
0.051,0.983,-0.108,-12.939,-10.010,-19.165
0.055,0.979,-0.101,-9.216,-8.728,-18.860
0.077,0.976,-0.087,-8.118,-7.996,-18.005
0.087,0.969,-0.081,-6.226,-6.714,-14.954
0.093,0.971,-0.073,-4.944,-6.226,-12.939
0.091,0.978,-0.067,-3.418,-6.042,-10.803
0.093,0.984,-0.065,0.732,-6.348,-6.165
0.096,0.985,-0.071,3.235,-6.592,-3.967
0.090,0.981,-0.071,6.897,-6.592,-0.488
0.097,0.972,-0.070,8.057,-6.287,0.610
0.100,0.976,-0.065,9.460,-6.104,1.282
0.100,0.978,-0.059,13.916,-6.653,1.404
0.104,0.983,-0.054,17.090,-7.507,0.854
0.109,0.988,-0.058,21.667,-9.216,-0.183
0.130,0.985,-0.070,21.729,-9.460,-0.305
0.134,0.989,-0.072,16.724,-8.240,0.916
0.128,0.988,-0.073,12.695,-7.446,2.136
0.118,0.990,-0.076,9.094,-6.653,3.296
0.102,0.996,-0.079,5.798,-5.188,4.639
0.098,0.989,-0.088,6.226,-4.456,4.700
0.099,0.989,-0.088,7.935,-2.625,3.601
0.090,0.989,-0.077,6.958,-1.892,2.991
0.089,0.984,-0.072,4.822,-1.648,2.380
0.089,0.979,-0.069,0.244,-2.380,0.427
0.077,0.980,-0.071,-1.160,-3.174,-0.916
0.077,0.982,-0.077,-1.831,-4.272,-3.479
0.092,0.976,-0.089,-1.099,-4.150,-4.517
0.093,0.973,-0.086,-0.427,-2.686,-5.554
0.083,0.960,-0.073,-1.465,-1.953,-5.432
0.091,0.943,-0.075,-2.991,-1.465,-5.249
0.099,0.939,-0.078,-5.920,0.122,-4.456
0.084,0.959,-0.072,-7.751,1.038,-3.540
0.081,0.954,-0.069,-9.888,2.441,-1.587
0.093,0.962,-0.070,-8.545,2.991,-1.160
0.089,0.987,-0.065,-6.104,3.479,-0.671
0.082,1.005,-0.054,-1.526,3.540,1.709
0.086,0.997,-0.060,0.671,3.113,2.930
0.083,0.994,-0.068,4.517,2.380,5.066
0.067,1.007,-0.078,4.089,2.319,6.409
0.064,0.996,-0.085,-1.648,3.113,8.545
0.053,0.958,-0.094,-4.456,3.845,8.484
0.045,0.950,-0.094,-6.470,4.700,7.812
0.043,0.951,-0.094,-9.338,6.409,6.165
0.045,0.960,-0.090,-10.498,7.141,5.371
0.046,0.968,-0.085,-11.292,7.690,3.845
0.040,0.984,-0.074,-10.925,7.141,3.113
0.352,1.498,-0.739,-67.871,-6.287,-75.134
0.375,1.523,-0.760,-84.167,-22.705,-94.360
0.399,1.516,-0.816,-91.309,-32.898,-102.966
0.407,1.494,-0.852,-104.614,-54.138,-117.737
0.433,1.442,-0.915,-111.450,-63.477,-123.840
0.443,1.391,-0.928,-118.591,-71.594,-129.517
0.447,1.335,-0.931,-133.606,-85.693,-141.296
0.456,1.278,-0.916,-143.250,-92.468,-146.973
0.470,1.282,-0.903,-171.204,-106.628,-154.236
0.482,1.283,-0.890,-187.744,-113.892,-155.640
0.477,1.251,-0.887,-218.750,-127.808,-156.799
0.460,1.167,-0.888,-232.300,-134.277,-157.776
0.458,1.140,-0.888,-244.873,-140.625,-159.119
0.470,1.126,-0.887,-266.418,-153.503,-161.072
0.500,1.108,-0.848,-274.841,-160.034,-160.767
0.513,1.065,-0.817,-290.955,-173.401,-158.142
0.521,0.997,-0.788,-299.805,-179.749,-156.433
0.507,0.965,-0.786,-316.101,-191.345,-151.978
0.487,0.914,-0.790,-321.289,-196.716,-149.353
0.499,0.888,-0.785,-324.829,-201.538,-146.362
0.525,0.848,-0.753,-332.092,-209.961,-139.038
0.532,0.806,-0.630,-336.426,-215.088,-134.766
0.508,0.805,-0.572,-340.515,-230.225,-122.742
0.464,0.767,-0.509,-335.999,-239.929,-115.112
0.472,0.736,-0.478,-315.918,-258.240,-98.145
0.503,0.608,-0.403,-304.565,-265.381,-89.111
0.501,0.547,-0.334,-292.969,-270.874,-80.811
0.472,0.516,-0.246,-268.250,-281.799,-65.796
0.380,0.476,-0.096,-254.639,-288.940,-57.922
0.339,0.454,-0.065,-224.060,-304.260,-40.405
0.303,0.394,0.003,-208.557,-310.547,-31.250
0.288,0.365,0.061,-181.274,-319.519,-14.038
0.261,0.318,0.203,-169.189,-322.632,-6.104
0.261,0.289,0.266,-157.227,-325.073,1.343
0.247,0.254,0.316,-131.104,-327.698,13.916
0.125,0.188,0.393,-117.187,-327.637,18.738
0.057,0.176,0.447,-94.482,-324.280,26.733
-0.014,0.186,0.563,-89.355,-320.801,31.311
-0.040,0.181,0.615,-88.196,-315.735,36.804
-0.067,0.167,0.682,-87.891,-300.964,47.913
-0.202,0.142,0.805,-84.412,-292.603,52.368
-0.300,0.139,0.848,-72.571,-275.085,58.167
-0.452,0.191,0.952,-68.726,-265.747,60.974
-0.518,0.228,1.004,-70.190,-244.324,70.374
-0.698,0.328,1.106,-72.205,-231.934,76.782
-0.801,0.389,1.151,-72.327,-218.750,84.167
-0.898,0.448,1.192,-62.927,-191.101,101.562
-1.040,0.525,1.274,-53.223,-176.453,111.267
-1.094,0.550,1.300,-30.151,-142.883,131.104
-1.252,0.592,1.339,-20.264,-122.864,140.747
-1.346,0.621,1.359,-3.784,-77.942,158.997
-1.528,0.662,1.349,4.578,-52.429,167.725
-1.617,0.690,1.337,12.268,-23.804,176.453
-1.722,0.734,1.324,22.705,43.152,195.190
-1.934,0.796,1.246,27.649,80.017,204.773
-2.019,0.857,1.154,42.358,160.339,223.572
-2.123,0.986,1.008,49.316,205.383,233.948
-2.183,1.084,0.977,54.016,253.967,245.728
-2.197,1.143,0.860,62.622,361.267,272.339
-2.029,1.150,0.375,70.801,422.668,284.485
-1.872,1.072,0.114,85.937,558.228,303.040
-1.501,0.992,-0.488,85.632,628.296,308.838
-1.259,0.986,-0.897,78.369,697.876,311.951
-0.980,1.024,-1.360,61.584,830.688,308.105
-0.427,1.073,-2.050,67.444,887.024,302.612
-0.524,1.112,-2.087,121.765,937.378,291.565
-1.324,1.411,-2.199,149.048,914.978,289.795
-1.615,1.403,-2.037,156.494,857.300,288.940
-1.669,1.397,-1.762,111.389,637.085,270.386
-0.923,1.665,-1.827,80.688,497.253,250.854
-0.405,1.807,-2.230,51.819,265.991,205.505
0.410,1.892,-2.689,62.683,195.435,182.861
0.636,1.844,-2.586,141.418,113.098,139.160
0.713,1.523,-1.978,191.956,82.642,119.751
0.603,1.261,-1.688,228.638,53.711,101.685
0.486,1.027,-1.485,218.628,9.216,65.247
0.391,0.807,-1.239,173.096,-0.366,47.363
0.397,0.795,-1.152,52.673,2.441,16.785
0.461,0.884,-1.027,2.136,9.460,4.883
0.497,0.933,-0.981,-33.386,17.639,-4.395
0.506,0.955,-0.949,-65.186,34.912,-16.663
0.430,0.957,-0.911,-67.871,44.250,-20.752
0.350,0.952,-0.873,-61.646,61.401,-25.635
0.189,0.942,-0.810,-56.519,66.467,-26.062
0.151,0.934,-0.788,-44.800,68.420,-22.949
0.107,0.890,-0.727,-38.574,66.406,-19.897
0.101,0.846,-0.696,-31.799,63.232,-16.785
0.101,0.818,-0.678,-15.564,56.580,-12.268
0.125,0.822,-0.688,-5.737,54.810,-10.132
0.138,0.808,-0.690,19.043,54.932,-4.822
0.185,0.791,-0.643,32.288,55.420,-1.770
0.198,0.773,-0.594,43.884,55.359,1.892
0.186,0.730,-0.554,62.317,52.551,9.033
0.109,0.637,-0.510,70.190,50.537,11.292
0.113,0.639,-0.489,78.552,47.119,14.893
0.162,0.704,-0.444,77.698,45.288,17.944
0.175,0.714,-0.431,75.745,42.786,21.851
0.182,0.704,-0.411,75.806,36.621,29.114
0.207,0.702,-0.359,77.454,33.264,31.738
0.228,0.728,-0.369,76.904,26.733,37.048
0.276,0.783,-0.407,74.341,24.597,40.039
0.291,0.800,-0.389,67.383,21.667,45.471
0.287,0.815,-0.308,63.721,19.653,47.180
0.275,0.821,-0.285,60.730,16.968,47.791
0.274,0.847,-0.285,55.969,12.268,47.119
0.272,0.933,-0.306,52.856,11.230,47.302
0.252,0.945,-0.302,46.448,11.169,47.852
0.224,0.897,-0.221,44.739,11.169,46.631
0.238,0.894,-0.152,43.457,10.498,44.312
0.258,0.929,-0.122,36.133,5.981,40.283
0.321,1.007,-0.225,29.724,4.211,40.222
0.365,1.015,-0.287,16.541,7.507,41.992
0.383,0.984,-0.298,11.169,11.597,42.358
0.371,0.984,-0.242,7.080,15.381,41.870
0.366,1.005,-0.149,-0.610,16.785,40.222
0.348,1.054,0.003,-5.798,12.817,40.161
0.355,1.067,-0.028,-15.808,1.648,41.443
0.412,1.095,-0.199,-19.470,-0.793,42.664
0.425,1.098,-0.275,-22.400,0.244,44.373
0.435,1.095,-0.313,-24.353,9.766,47.913
0.432,1.100,-0.270,-21.667,14.893,48.584
0.416,1.113,-0.231,-6.958,19.653,47.729
0.383,1.158,-0.157,1.831,19.104,47.546
0.376,1.173,-0.134,9.460,14.099,50.964
0.368,1.178,-0.134,7.812,10.498,54.016
0.357,1.170,-0.152,5.005,6.653,57.068
0.343,1.172,-0.165,5.005,-1.404,61.035
0.331,1.197,-0.156,10.010,-5.859,61.523
0.326,1.202,-0.158,27.039,-15.381,60.425
0.306,1.185,-0.215,35.522,-19.226,59.082
0.296,1.173,-0.251,42.114,-21.667,57.495
0.289,1.169,-0.286,49.011,-21.606,54.016
0.281,1.169,-0.293,50.964,-19.897,52.307
0.263,1.154,-0.276,54.626,-16.907,47.668
0.223,1.104,-0.231,55.298,-16.174,44.006
0.210,1.084,-0.212,53.345,-15.625,39.795
0.202,1.078,-0.201,40.100,-14.709,31.433
0.168,1.086,-0.162,30.945,-14.465,27.649
0.135,1.110,-0.139,16.663,-16.357,20.203
0.096,1.179,-0.130,13.977,-18.127,16.785
0.094,1.194,-0.135,18.127,-20.081,10.315
0.088,1.178,-0.149,22.705,-19.897,7.202
0.089,1.158,-0.158,26.917,-18.616,4.456
0.086,1.137,-0.159,31.067,-13.977,0.061
0.068,1.104,-0.116,31.555,-11.414,-1.831
0.043,1.095,-0.093,32.104,-7.874,-6.042
0.022,1.049,-0.072,32.776,-6.714,-8.606
0.030,1.017,-0.070,33.386,-5.432,-11.658
0.039,0.989,-0.064,32.043,-2.319,-18.494
0.030,0.916,-0.046,29.236,-0.854,-21.912
0.168,1.640,-0.789,-73.425,-49.377,-98.267
0.181,1.632,-0.814,-98.877,-67.627,-119.202
0.204,1.615,-0.813,-112.427,-74.585,-128.540
0.210,1.605,-0.786,-144.653,-87.585,-144.226
0.216,1.582,-0.754,-164.001,-94.666,-150.391
0.222,1.565,-0.760,-185.242,-101.685,-155.334
0.222,1.538,-0.764,-229.309,-114.929,-162.537
0.215,1.455,-0.734,-250.122,-122.192,-165.894
0.228,1.411,-0.716,-283.752,-139.893,-173.157
0.274,1.359,-0.712,-294.373,-149.597,-176.453
0.295,1.349,-0.720,-305.603,-167.603,-179.260
0.337,1.298,-0.741,-309.631,-175.354,-178.101
0.350,1.268,-0.736,-315.125,-182.007,-175.171
0.345,1.236,-0.708,-334.656,-194.092,-164.490
0.338,1.128,-0.642,-346.374,-200.623,-158.081
0.360,1.055,-0.633,-360.596,-214.661,-147.461
0.411,0.957,-0.638,-360.290,-221.313,-143.616
0.418,0.930,-0.625,-348.572,-234.009,-136.169
0.384,0.893,-0.526,-340.210,-241.394,-131.409
0.374,0.889,-0.465,-332.336,-250.000,-125.244
0.373,0.878,-0.431,-318.115,-267.761,-107.483
0.452,0.748,-0.395,-308.716,-274.658,-97.168
0.480,0.672,-0.337,-280.762,-284.119,-78.308
0.414,0.565,-0.198,-264.282,-289.368,-69.641
0.376,0.515,-0.155,-231.750,-302.368,-52.185
0.318,0.414,-0.048,-215.942,-309.082,-43.701
0.308,0.371,0.001,-200.562,-315.674,-35.461
0.323,0.326,0.043,-171.509,-326.477,-19.958
0.321,0.271,0.148,-158.630,-330.017,-12.695
0.307,0.223,0.192,-138.916,-333.740,1.099
0.282,0.117,0.275,-132.812,-333.557,6.775
0.249,0.094,0.322,-131.653,-330.017,15.564
0.165,0.108,0.416,-134.583,-327.576,19.836
0.103,0.105,0.464,-136.414,-324.829,24.475
0.064,0.101,0.529,-130.066,-316.650,32.593
0.008,0.120,0.666,-123.779,-310.669,35.950
-0.061,0.141,0.728,-114.563,-294.983,43.274
-0.208,0.212,0.818,-113.708,-285.828,48.706
-0.282,0.247,0.855,-114.502,-276.062,55.725
-0.349,0.291,0.904,-117.310,-254.639,74.158
-0.463,0.416,1.019,-116.943,-242.981,85.144
-0.532,0.471,1.057,-100.952,-216.248,107.422
-0.709,0.589,1.151,-83.496,-201.111,117.493
-0.790,0.639,1.203,-43.396,-168.701,137.024
-0.896,0.674,1.291,-27.283,-151.062,147.278
-0.939,0.664,1.324,-15.747,-131.897,157.471
-0.994,0.661,1.355,-3.601,-88.806,176.208
-1.158,0.750,1.402,0.366,-65.125,184.937
-1.262,0.815,1.397,12.451,-12.451,203.003
-1.518,0.918,1.357,21.912,17.273,211.853
-1.652,0.974,1.304,33.325,49.072,220.337
-1.824,1.027,1.227,57.068,120.056,237.244
-2.288,1.070,1.112,66.406,159.668,245.483
-2.487,1.074,1.070,77.026,246.948,257.080
-2.711,1.083,0.802,80.505,297.180,258.484
-2.790,1.069,0.592,92.712,418.701,250.977
-2.897,0.970,0.084,99.060,489.014,243.042
-2.846,0.866,-0.263,100.037,563.965,233.337
-2.718,0.742,-0.703,70.129,726.990,205.872
-2.430,0.538,-1.759,42.725,813.049,185.669
-2.349,0.504,-2.274,-5.127,974.976,133.057
-2.557,0.393,-2.801,-19.348,1036.255,103.455
-2.931,0.325,-2.866,-29.785,1071.472,72.571
-3.259,0.343,-2.905,-51.941,1049.194,12.268
-3.214,0.548,-2.787,-58.777,998.535,-11.963
-2.921,0.714,-2.730,-30.457,843.933,-36.316
-2.283,1.082,-3.001,6.104,753.235,-32.227
-1.928,1.231,-3.127,81.848,577.026,9.094
-1.201,1.246,-2.997,107.849,494.263,38.391
-0.919,1.137,-2.875,128.906,414.429,65.308
-0.714,1.002,-2.834,169.373,272.766,95.215
-0.537,0.776,-2.924,190.369,219.055,95.276
-0.489,0.717,-2.876,222.656,150.574,73.547
-0.381,0.601,-2.524,223.022,129.517,56.824
-0.398,0.595,-2.321,208.435,112.488,39.001
-0.446,0.631,-2.156,145.630,85.693,8.850
-0.537,0.803,-1.910,109.558,75.500,-0.610
-0.551,0.881,-1.837,57.190,60.791,-8.850
-0.532,0.951,-1.768,45.593,57.068,-10.254
-0.518,0.959,-1.740,41.138,56.396,-10.498
-0.532,0.970,-1.602,45.105,57.068,-9.705
-0.553,0.974,-1.498,53.528,56.396,-8.545
-0.575,0.964,-1.372,86.914,46.082,-6.897
-0.597,0.919,-1.088,109.497,35.339,-7.019
-0.560,0.878,-1.001,145.142,7.996,-8.850
-0.412,0.752,-1.017,152.344,-3.052,-11.169
-0.358,0.712,-1.070,152.466,-9.216,-14.832
-0.295,0.709,-1.104,136.719,-6.775,-23.926
-0.236,0.753,-1.035,124.451,-1.221,-27.832
-0.259,0.775,-0.925,99.976,6.897,-32.471
-0.252,0.762,-0.690,90.210,6.592,-33.752
-0.232,0.750,-0.629,77.881,-0.549,-36.926
-0.180,0.766,-0.640,73.669,-4.333,-38.757
-0.157,0.778,-0.656,69.580,-6.653,-40.405
-0.152,0.795,-0.642,62.073,-7.629,-43.091
-0.161,0.826,-0.553,59.082,-8.484,-44.128
-0.149,0.833,-0.501,52.551,-12.695,-45.227
-0.079,0.835,-0.416,48.157,-15.503,-45.349
-0.029,0.843,-0.415,39.124,-20.020,-45.410
-0.006,0.894,-0.442,36.072,-20.508,-45.044
-0.025,0.917,-0.429,33.936,-20.142,-44.128
-0.049,0.931,-0.400,30.273,-19.348,-40.344
-0.036,0.950,-0.307,26.917,-19.653,-37.476
0.011,0.954,-0.271,16.357,-22.400,-30.151
0.085,0.956,-0.273,12.085,-24.048,-26.245
0.097,0.953,-0.282,11.353,-25.940,-19.592
0.128,0.933,-0.287,14.221,-26.428,-17.029
0.159,0.918,-0.274,18.066,-26.672,-15.076
0.168,0.905,-0.263,27.161,-27.527,-12.390
0.170,0.910,-0.254,31.860,-28.137,-11.047
0.207,0.925,-0.256,39.551,-29.175,-6.592
0.258,0.924,-0.283,42.358,-29.541,-4.028
0.253,0.906,-0.299,46.265,-29.846,-0.977
0.228,0.906,-0.303,46.509,-29.907,-0.549
0.243,0.921,-0.284,44.678,-29.846,-0.183
0.268,0.928,-0.256,34.912,-30.579,2.380
0.273,0.916,-0.193,28.503,-31.921,4.333
0.260,0.924,-0.177,14.465,-36.865,8.972
0.246,0.943,-0.234,6.653,-38.879,11.841
0.255,0.930,-0.274,-0.488,-39.185,14.648
0.265,0.917,-0.300,-8.606,-34.424,18.738
0.275,0.921,-0.290,-9.705,-30.884,19.958
0.260,0.946,-0.268,-6.287,-26.489,21.851
0.211,0.986,-0.249,-1.343,-26.062,22.339
0.188,1.000,-0.240,13.184,-27.466,21.667
0.187,1.022,-0.221,20.264,-28.564,20.996
0.205,1.034,-0.215,26.001,-29.358,20.752
0.217,1.050,-0.206,31.677,-29.968,22.583
0.209,1.071,-0.173,32.532,-30.518,24.353
0.199,1.080,-0.164,35.217,-33.691,27.344
0.190,1.095,-0.189,38.391,-35.217,27.954
0.190,1.089,-0.198,42.786,-36.011,27.893
0.192,1.075,-0.199,50.537,-35.950,26.123
0.189,1.051,-0.181,52.063,-35.828,24.597
0.182,1.048,-0.162,51.575,-37.720,20.325
0.184,1.046,-0.137,51.392,-40.039,17.639
0.189,1.051,-0.139,50.049,-44.739,12.207
0.194,1.045,-0.154,47.302,-46.021,10.132
0.200,1.036,-0.165,43.457,-46.204,8.484
0.208,1.030,-0.173,34.485,-43.457,6.714
0.189,1.038,-0.172,30.273,-41.260,6.409
0.179,1.040,-0.171,26.184,-37.109,5.615
0.156,1.039,-0.156,26.550,-35.339,4.822
0.135,1.034,-0.142,27.466,-33.936,3.784
0.121,1.025,-0.124,28.137,-31.982,0.977
0.108,0.999,-0.086,27.588,-31.311,-0.549
0.100,0.988,-0.069,24.475,-30.579,-3.418
0.083,0.979,-0.038,21.851,-30.579,-4.578
0.076,0.977,-0.025,15.991,-31.555,-6.348
0.062,0.985,-0.013,14.160,-32.593,-7.141
-0.938,0.445,1.255,-22.522,-173.157,119.995
-0.988,0.428,1.284,-10.010,-144.714,126.160
-1.087,0.387,1.323,-8.606,-126.099,127.441
-1.164,0.393,1.338,-8.423,-79.590,126.404
-1.366,0.468,1.342,-6.775,-53.040,125.122
-1.452,0.511,1.330,-3.296,-25.085,124.329
-1.519,0.547,1.301,5.371,35.767,125.366
-1.702,0.617,1.248,6.348,68.909,127.197
-1.822,0.673,1.200,0.610,139.343,132.935
-2.080,0.884,1.021,-0.122,176.941,136.963
-2.170,0.958,0.884,4.700,216.553,142.151
-2.250,1.000,0.743,27.405,303.833,153.564
-2.374,1.060,0.437,38.452,351.807,158.752
-2.412,1.137,0.257,56.702,457.581,169.373
-2.448,1.262,-0.203,70.007,515.625,176.392
-2.447,1.284,-0.482,88.501,576.599,184.692
-2.366,1.241,-1.199,127.075,706.848,205.261
-2.306,1.156,-1.618,138.306,776.489,215.820
-2.241,1.035,-2.057,144.470,920.471,230.774
-2.109,0.692,-2.767,145.020,988.281,234.131
-2.297,0.506,-2.781,135.437,1077.271,230.835
-3.060,0.527,-2.372,106.018,1079.102,223.816
-3.244,0.680,-2.185,56.396,1049.622,213.013
-3.186,0.837,-2.066,-35.339,913.269,176.575
-2.609,1.180,-2.147,-35.461,814.880,153.748
-2.203,1.409,-2.311,52.979,590.820,127.197
-1.550,1.449,-2.677,98.328,481.811,126.648
-1.321,1.301,-2.857,118.652,385.437,127.014
-1.101,1.170,-2.984,87.097,250.916,107.056
-0.742,1.151,-2.806,66.101,209.045,84.717
-0.655,1.214,-2.669,81.848,144.043,31.555
-0.608,1.260,-2.551,111.755,118.652,9.705
-0.641,1.208,-2.451,154.053,86.609,-15.442
-0.655,1.006,-2.138,156.738,77.271,-22.949
-0.622,0.929,-1.966,147.400,70.496,-30.029
-0.562,0.909,-1.804,99.548,61.707,-41.443
-0.439,0.964,-1.505,70.862,58.167,-43.701
-0.436,0.985,-1.389,36.011,48.035,-43.274
-0.512,1.001,-1.288,33.691,42.053,-42.419
-0.512,0.987,-1.242,38.086,37.048,-41.809
-0.502,0.962,-1.135,60.181,30.396,-42.969
-0.480,0.960,-1.073,76.294,27.893,-44.922
-0.442,0.962,-1.004,110.413,22.766,-47.852
-0.366,0.937,-0.880,123.779,19.592,-47.302
-0.355,0.925,-0.837,135.986,12.390,-42.725
-0.318,0.917,-0.820,133.423,9.338,-39.490
-0.276,0.909,-0.822,126.038,7.996,-36.438
-0.232,0.897,-0.803,106.628,10.010,-33.569
-0.168,0.879,-0.691,98.938,11.353,-34.058
-0.144,0.876,-0.634,91.980,10.254,-36.987
-0.090,0.877,-0.539,90.881,7.874,-38.452
-0.072,0.869,-0.513,84.351,2.014,-40.527
-0.051,0.845,-0.487,77.576,-0.305,-41.260
-0.036,0.844,-0.466,68.970,-2.319,-41.809
-0.009,0.852,-0.448,50.110,-6.836,-42.236
0.057,0.895,-0.415,41.321,-9.583,-41.565
0.091,0.912,-0.409,25.208,-15.259,-37.720
0.145,0.920,-0.411,17.944,-17.822,-35.217
0.146,0.925,-0.403,6.409,-22.827,-30.457
0.148,0.915,-0.346,3.784,-26.367,-28.320
0.157,0.927,-0.325,4.089,-31.067,-26.062
0.173,0.959,-0.326,10.132,-41.565,-18.738
0.215,1.002,-0.354,13.000,-45.776,-12.817
0.239,0.989,-0.359,16.357,-51.147,0.427
0.271,0.938,-0.353,18.066,-52.673,6.287
0.261,0.916,-0.344,21.240,-53.833,11.292
0.248,0.917,-0.331,34.973,-56.335,19.348
0.246,0.944,-0.325,44.067,-57.861,23.499
0.270,0.927,-0.328,59.631,-60.059,30.884
0.298,0.917,-0.285,63.293,-60.974,33.203
0.282,0.930,-0.267,60.120,-63.843,37.659
0.294,0.918,-0.234,55.725,-65.308,40.161
0.285,0.915,-0.203,49.988,-67.139,42.297
0.264,0.927,-0.182,31.494,-72.083,46.021
0.243,0.939,-0.173,19.653,-74.219,47.607
0.209,0.946,-0.185,-0.366,-75.989,48.340
0.104,1.014,-0.191,-6.897,-75.867,47.791
0.089,1.054,-0.180,-11.475,-75.867,47.424
0.108,1.097,-0.172,-14.709,-76.660,48.096
0.130,1.157,-0.179,-11.536,-76.782,48.706
0.129,1.174,-0.188,9.705,-74.768,47.546
0.127,1.158,-0.219,26.550,-72.083,45.227
0.130,1.148,-0.221,62.439,-63.049,38.330
0.133,1.160,-0.176,75.928,-57.739,35.156
0.121,1.156,-0.124,83.008,-53.040,32.837
0.101,1.142,-0.081,78.491,-47.424,29.846
0.080,1.096,-0.031,70.251,-46.021,28.320
0.070,1.071,-0.020,51.575,-44.189,23.132
0.052,1.021,-0.003,43.335,-43.335,19.226
0.051,1.003,0.009,35.889,-42.664,14.587
0.047,1.001,0.020,19.958,-42.358,4.395
0.018,1.034,0.028,10.986,-42.542,-0.061
0.018,1.048,0.021,-2.747,-43.030,-6.836
0.036,1.037,0.018,-5.554,-43.152,-9.766
0.028,1.032,0.020,-6.042,-43.396,-13.000
0.013,1.032,0.014,-4.456,-44.800,-19.714
0.024,1.022,-0.005,-3.723,-45.227,-22.461
0.039,1.016,-0.014,-2.502,-44.556,-26.306
0.055,1.018,-0.020,-1.648,-43.457,-27.283
0.066,1.017,-0.006,1.099,-41.199,-27.649
0.068,1.008,0.030,2.563,-40.649,-27.466
0.064,1.002,0.044,3.967,-40.710,-27.161
0.065,0.990,0.041,7.080,-41.748,-26.978
0.073,0.960,0.010,9.338,-41.565,-27.466
0.078,0.946,0.001,15.869,-38.818,-29.236
0.097,0.947,-0.011,19.043,-36.560,-29.846
0.107,0.973,-0.011,21.057,-33.752,-29.602
0.116,1.013,0.015,20.081,-27.466,-25.452
0.116,1.006,0.030,17.944,-24.597,-22.156
0.116,0.988,0.033,15.564,-19.958,-16.663
0.119,0.960,0.030,16.296,-17.700,-15.137
0.115,0.954,0.042,18.738,-13.916,-13.367
0.108,0.946,0.074,18.738,-12.878,-12.512
0.111,0.957,0.080,17.273,-12.390,-11.475
0.123,0.972,0.077,10.437,-11.597,-8.240
0.138,0.988,0.076,6.714,-10.925,-6.470
0.137,0.987,0.082,2.625,-10.071,-3.296
0.147,0.978,0.083,2.747,-10.071,-2.075
0.149,0.978,0.081,3.906,-10.132,-1.038
0.146,0.974,0.078,8.179,-9.949,0.122
0.154,0.969,0.061,10.986,-9.460,0.122
0.162,0.966,0.058,16.174,-7.324,-0.366
0.168,0.943,0.066,17.639,-6.042,-0.671
0.165,0.936,0.069,17.944,-4.822,-0.977
0.161,0.939,0.067,14.038,-2.625,-1.099
0.156,0.963,0.058,10.132,-1.404,-0.793
0.149,0.969,0.068,0.427,0.549,0.366
0.125,0.984,0.075,-4.089,0.977,0.854
0.117,0.997,0.067,-7.629,1.160,1.160
0.113,1.007,0.058,-10.010,1.953,1.709
0.113,1.001,0.048,-8.606,2.625,1.648
0.109,0.990,0.046,-2.686,3.845,0.610
0.111,0.977,0.047,0.610,4.333,-0.183
0.112,0.968,0.051,3.540,4.700,-1.038
0.111,0.955,0.057,7.446,4.944,-2.686
0.111,0.935,0.062,8.484,4.944,-3.479
0.114,0.930,0.064,7.935,5.127,-4.761
0.117,0.928,0.070,6.409,5.310,-5.005
0.113,0.934,0.076,4.456,5.493,-5.005
0.109,0.944,0.080,0.488,5.615,-4.028
0.102,0.950,0.088,-0.793,5.432,-3.113
0.095,0.951,0.088,-0.488,4.822,-1.404
0.085,0.959,0.077,0.977,4.639,-0.549
0.093,0.961,0.070,5.493,5.615,1.892
0.103,0.966,0.066,7.507,6.714,3.601
0.104,0.975,0.077,8.423,7.996,5.737
0.097,0.970,0.081,6.165,9.888,10.498
0.086,0.948,0.080,4.211,10.315,12.329
0.087,0.941,0.073,2.686,10.559,13.367
0.091,0.945,0.066,2.136,11.597,13.611
0.335,1.514,-0.725,-148.499,-59.875,-143.860
0.365,1.521,-0.766,-191.895,-78.552,-165.771
0.393,1.558,-0.819,-205.688,-87.219,-174.438
0.406,1.544,-0.836,-224.304,-104.126,-186.951
0.450,1.424,-0.846,-231.750,-111.877,-191.711
0.475,1.358,-0.840,-239.197,-119.202,-196.228
0.491,1.308,-0.830,-263.184,-134.644,-204.346
0.515,1.245,-0.813,-281.799,-143.982,-207.153
0.536,1.218,-0.806,-320.740,-166.992,-210.083
0.575,1.158,-0.812,-335.144,-179.932,-210.571
0.598,1.142,-0.824,-351.990,-205.383,-208.374
0.642,1.116,-0.840,-357.239,-217.285,-205.200
0.656,1.096,-0.835,-361.450,-228.882,-200.745
0.635,1.065,-0.812,-362.549,-253.113,-189.758
0.562,1.009,-0.739,-357.483,-265.991,-183.716
0.565,0.981,-0.706,-336.487,-290.222,-169.189
0.591,0.937,-0.662,-322.998,-299.988,-160.583
0.605,0.928,-0.622,-296.326,-314.026,-140.503
0.570,0.858,-0.498,-284.241,-319.458,-129.333
0.516,0.824,-0.429,-273.621,-324.707,-117.859
0.433,0.732,-0.323,-258.850,-335.144,-93.384
